www.ssoar.info	401.6929931640625	114.9293212890625	18.0	131.21990966796875	0
Die Europäische Union im Spannungsfeld von	73.69999694824219	203.67633056640625	18.0	394.5780487060547	1
Identitätssuche und Diplomatie: aus britischen und	73.69999694824219	225.2763671875	18.0	437.5800018310547	2
französischen Fachzeitschriften, 1. Halbjahr 2001	73.69999694824219	246.8763427734375	18.0	420.76795959472656	3
Schmidt, Peter	73.69999694824219	268.3463134765625	13.0	85.17599487304688	4
Veröffentlichungsversion / Published Version	73.69999694824219	297.79296875	10.0	197.0399932861328	5
Arbeitspapier / working paper	73.69999694824219	312.626953125	10.0	129.989990234375	6
Zur Verfügung gestellt in Kooperation mit / provided in cooperation with:	73.69999694824219	338.5699768066406	10.0	345.13999938964844	7
Stiftung Wissenschaft und Politik (SWP)	73.69999694824219	353.6339111328125	10.0	177.12001037597656	8
Empfohlene Zitierung / Suggested Citation:	59.527000427246094	396.7811584472656	9.0	184.78795623779297	9
Schmidt, Peter ; Stiftung Wissenschaft und Politik -SWP- Deutsches Institut für Internationale Politik und Sicherheit	59.527000427246094	407.78814697265625	9.0	456.28189849853516	10
(Ed.): Die Europäische Union im Spannungsfeld von Identitätssuche und Diplomatie: aus britischen und französischen	59.527000427246094	418.4106140136719	9.177520751953125	469.46695709228516	10
Fachzeitschriften, 1. Halbjahr 2001. Berlin, 2001 (SWP-Zeitschriftenschau 06/2001).. http://nbn-resolving.de/	59.527000427246094	429.21063232421875	9.177520751953125	430.8839797973633	11
urn:nbn:de:0168-ssoar-364931	59.527000427246094	440.1881408691406	9.0	123.54297637939453	12
Nutzungsbedingungen:	59.527000427246094	567.6153564453125	8.0	89.22400665283203	13
Dieser Text wird unter einer Deposit-Lizenz (Keine	59.527000427246094	577.2535400390625	8.0	228.18997955322266	13
Weiterverbreitung - keine Bearbeitung) zur Verfügung gestellt.	59.527000427246094	586.8535766601562	8.0	228.1879653930664	13
Gewährt wird ein nicht exklusives, nicht übertragbares,	59.527000427246094	596.4535522460938	8.0	228.19001007080078	13
persönliches und beschränktes Recht auf Nutzung dieses	59.527000427246094	606.0535888671875	8.0	228.19001007080078	13
Dokuments. Dieses Dokument ist ausschließlich für	59.527000427246094	615.653564453125	8.0	228.18903350830078	13
den persönlichen, nicht-kommerziellen Gebrauch bestimmt.	59.527000427246094	625.2535400390625	8.0	228.18799591064453	13
Auf sämtlichen Kopien dieses Dokuments müssen alle	59.527000427246094	634.8535766601562	8.0	228.1860122680664	13
Urheberrechtshinweise und sonstigen Hinweise auf gesetzlichen	59.527000427246094	644.4535522460938	8.0	228.19400787353516	13
Schutz beibehalten werden. Sie dürfen dieses Dokument	59.527000427246094	654.0535888671875	8.0	228.18399810791016	13
nicht in irgendeiner Weise abändern, noch dürfen Sie	59.527000427246094	663.653564453125	8.0	228.18897247314453	13
dieses Dokument für öffentliche oder kommerzielle Zwecke	59.527000427246094	673.2535400390625	8.0	228.1860122680664	13
vervielfältigen, öffentlich ausstellen, aufführen, vertreiben oder	59.527000427246094	682.8535766601562	8.0	228.18799591064453	13
anderweitig nutzen.	59.527000427246094	692.4535522460938	8.0	69.33599090576172	13
Mit der Verwendung dieses Dokuments erkennen Sie die	59.527000427246094	702.0535888671875	8.0	228.18500518798828	13
Nutzungsbedingungen an.	59.527000427246094	711.653564453125	8.0	93.36798858642578	13
Terms of use:	304.7229919433594	567.6153564453125	8.0	51.824005126953125	14
This document is made available under Deposit Licence (No	304.7229919433594	577.2535400390625	8.0	228.18399047851562	14
Redistribution - no modifications). We grant a non-exclusive, non-	304.7229919433594	586.8535766601562	8.0	228.19198608398438	14
transferable, individual and limited right to using this document.	304.7229919433594	596.4535522460938	8.0	228.18405151367188	14
This document is solely intended for your personal, non-	304.7229919433594	606.0535888671875	8.0	228.18399047851562	14
commercial use. All of the copies of this documents must retain	304.7229919433594	615.653564453125	8.0	228.18801879882812	14
all copyright information and other information regarding legal	304.7229919433594	625.2535400390625	8.0	228.18399047851562	14
protection. You are not allowed to alter this document in any	304.7229919433594	634.8535766601562	8.0	228.18997192382812	14
way, to copy it for public or commercial purposes, to exhibit the	304.7229919433594	644.4535522460938	8.0	228.18997192382812	14
document in public, to perform, distribute or otherwise use the	304.7229919433594	654.0535888671875	8.0	228.18301391601562	14
document in public.	304.7229919433594	663.653564453125	8.0	68.88800048828125	14
By using this particular document, you accept the above-stated	304.7229919433594	673.2535400390625	8.0	228.18399047851562	14
conditions of use.	304.7229919433594	682.8535766601562	8.0	62.21600341796875	14
Die Europäische Union im	51.0	262.827880859375	20.0400390625	240.83074951171875	15
Spannungsfeld von	51.0	284.7877197265625	20.0400390625	176.11151123046875	15
Identitätssuche und Diplomatie	51.0	306.74755859375	20.0400390625	292.8826599121094	15
Aus britischen und französischen Fachzeitschriften, 1. Halbjahr 2001	51.0	332.9413757324219	11.040008544921875	346.59075927734375	16
Peter Schmidt	51.0	347.3577575683594	9.47998046875	50.43833923339844	16
Drei Themen erscheinen in den hier betrachteten Zeitschriften zentral. Das erste betrifft	51.0	372.68743896484375	9.0	365.6744079589844	17
die Frage einer «europäischen Identität«. Sie stand stets auf der Diskussionsagenda der	51.0	385.6474304199219	9.0	357.4717102050781	17
Europäischen Gemeinschaft und später der Europäischen Union. Der französische Premier-	51.0	398.7271423339844	9.0	375.8634338378906	17
minister Lionel Jospin hat die Identitätsfrage in seiner Rede am 23. März dieses Jahres nun	51.0	411.6871337890625	9.0	373.389404296875	17
erneut in den Mittelpunkt gerückt. Er bezeichnete es als unvorstellbar, daß die Hauptstädte	51.0	424.6471252441406	9.0	378.9864807128906	17
weitere Kompetenzen an Brüssel abgeben könnten, ohne daß die Union im voraus ihre	51.0	437.7268371582031	9.0	357.7330017089844	17
Identität gefunden habe. Das zweite Thema beschäftigt sich mit dem Integrationsprozeß aus	51.0	450.68682861328125	9.0	382.1832580566406	17
diplomatischer Perspektive  am Beispiel des europäischen Gipfels von Nizza. Dieser Gipfel	51.0	463.6468200683594	9.0	375.5735168457031	17
stellte für Paris ein bedenkliches Ereignis dar, ließen sich doch die Risse im deutsch-	51.0	476.3501892089844	9.480010986328125	359.8614196777344	17
französischen Verhältnis nicht mit dem vielzitierten Anspruch von Frankreich und Deutsch-	50.999969482421875	489.68743896484375	9.0	381.0051574707031	17
land als »Motor Europas« in Einklang bringen. Der dritte Fragenkomplex betrifft das	50.999969482421875	502.6474304199219	9.0	348.9587707519531	17
Verhalten der USA gegenüber einer europäischen Identität vor allem auf dem Gebiet der	50.99906921386719	515.7271728515625	9.0	364.91578674316406	17
Sicherheits- und Verteidigungspolitik. Welche Rolle spielt Europa nach der Amtsübernahme	50.99906921386719	528.6871337890625	9.0	381.0050811767578	17
von Präsident George W. Bush im außen- und sicherheitspolitischen Konzept Amerikas?	50.99906921386719	541.6470947265625	9.0	362.9251251220703	17
Inwieweit wollen die USA die Entwicklung einer Europäischen Sicherheits- und Verteidi-	50.99906921386719	554.726806640625	9.0	364.9754180908203	17
gungspolitik stützen oder behindern?	50.99906921386719	567.6868286132812	9.0	156.9141845703125	17
Die Europäische Union 	51.0	594.0614013671875	11.039993286132812	124.47602844238281	18
auf dem Weg zum Staat	51.0	607.1416015625	11.039993286132812	119.17127990722656	18
ohne Demos?	51.0	619.9811401367188	11.039993286132812	67.85736083984375	18
Vor allem zwei Studien sind in Zusammen-	51.0	647.3631591796875	9.479995727539062	180.9845733642578	19
hang mit der europäischen Identitätsfrage	51.0	660.3233032226562	9.479995727539062	178.87242126464844	19
von Interesse. Die erste stammt von Peter	51.0	673.2701416015625	9.493240356445312	174.3409881591797	19
van Ham vom niederländischen Forschungs-	51.0	686.3496704101562	9.493301391601562	183.6560516357422	19
institut Clingendael, in International Politics,	51.0	699.3173828125	9.485671997070312	179.72372436523438	19
und konzentriert sich auf die Frage, wie	51.0	712.283203125	9.480003356933594	168.41502380371094	19
homogen die EU in politischer und kultu-	248.03988647460938	595.282958984375	9.479995727539062	175.456787109375	20
reller Hinsicht zu einer Zeit sein muß, zu	248.03988647460938	608.3624877929688	9.479995727539062	174.33441162109375	20
der sie immer mehr staatsähnliche Funk-	248.03988647460938	621.3226318359375	9.479995727539062	173.20050048828125	20
tionen übernimmt, nicht nur auf ökonomi-	248.03988647460938	634.28271484375	9.479995727539062	182.70034790039062	20
schem Gebiet und speziell in der Wäh-	248.03988647460938	647.3623046875	9.479995727539062	161.859619140625	20
rungspolitik, sondern auch in der Außen-	248.03988647460938	660.3223876953125	9.479995727539062	174.86032104492188	20
und Sicherheitspolitik. Die zweite ist das	248.03988647460938	673.282470703125	9.479995727539062	171.99285888671875	20
Ergebnis eines empirischen Forschungspro-	248.03988647460938	686.362060546875	9.479995727539062	182.96682739257812	20
jekts von Martin Marcussen, Thomas Risse,	248.03988647460938	699.3088989257812	9.493240356445312	183.81149291992188	20
Daniela Engelmann-Martin, Hans Joachim	248.03988647460938	712.2689819335938	9.480003356933594	182.32025146484375	20
Stiftung	507.7200012207031	142.6680908203125	8.52001953125	30.908843994140625	21
Wissenschaft und	471.6003112792969	152.62799072265625	8.52001953125	66.90676879882812	21
Politik	513.7206420898438	162.587890625	8.52001953125	24.833251953125	21
Deutsches Institut	469.8009033203125	176.50787353515625	8.52001953125	68.7470703125	21
für Internationale	470.4007263183594	186.587890625	8.52001953125	68.14559936523438	21
Politik und Sicherheit	455.5205383300781	196.4276123046875	8.52001953125	83.03500366210938	21
SWP-Zeitschriftenschau	451.44000244140625	750.3734741210938	7.560005187988281	78.74725341796875	22
August 2001	488.15966796875	760.326171875	7.560005187988281	42.01922607421875	22
1	525.1199951171875	798.9298095703125	9.479999542236328	5.0244140625	23
SWP-Zeitschriftenschau	65.27999877929688	750.3734741210938	7.560005187988281	78.74644470214844	24
August 2001	65.27999877929688	760.326171875	7.560005187988281	42.02528381347656	24
2	65.27999877929688	798.9298095703125	9.479999542236328	5.0243988037109375	25
Knopf und Klaus Roscher unter dem Titel:	161.64041137695312	76.75	9.4932861328125	179.92279052734375	26
»Constructing Europe? The evolution of	161.64039611816406	89.84283447265625	9.47998046875	166.6840057373047	26
French, British and German nation states	161.64039611816406	102.80291748046875	9.47998046875	173.8697967529297	26
Identities« (Sonderheft von Journal of	161.64039611816406	115.75726318359375	9.4857177734375	151.7539825439453	26
European Public Policy). Sie beginnt mit der	161.64041137695312	128.8367919921875	9.4857177734375	171.93768310546875	26
Frage, warum sich in Großbritannien in	161.64041137695312	141.8026123046875	9.47998046875	169.14212036132812	26
den letzten 50 Jahren die angelsächsische	161.64041137695312	154.7626953125	9.47998046875	175.29461669921875	26
Orientierung im Verhältnis zur europäi-	161.64041137695312	167.84320068359375	9.47998046875	169.40667724609375	26
schen nur wenig abgeschwächt habe,	161.64041137695312	180.80328369140625	9.47998046875	157.05233764648438	26
während sich in Deutschland schon seit	161.64041137695312	193.76336669921875	9.47998046875	168.30892944335938	26
Ende der 50er Jahre eine deutliche europä-	161.64041137695312	206.8438720703125	9.47998046875	179.51995849609375	26
ische Ausrichtung beobachten ließ und	161.64041137695312	219.803955078125	9.47998046875	166.06210327148438	26
selbst der französische Nationalismus nun	161.64041137695312	232.7640380859375	9.47998046875	178.71502685546875	26
auch europäisch eingefärbt sei.	161.64041137695312	245.84356689453125	9.47998046875	131.45346069335938	26
Während die erste Studie mit Blick auf	173.0401153564453	258.80364990234375	9.47998046875	163.3461456298828	26
die fortschreitende Vertiefung und Erweite-	161.64041137695312	271.76373291015625	9.47998046875	183.28060913085938	26
rung der Union die Frage untersucht, was	161.64041137695312	284.84326171875	9.47998046875	175.96871948242188	26
an »europäischer Identität« in Zukunft	161.64041137695312	297.8033447265625	9.47998046875	162.31466674804688	26
nötig sein wird, hat die zweite es sich zum	161.64041137695312	310.763427734375	9.47998046875	179.19003295898438	26
Ziel gesetzt zu erklären, warum der Prozeß	161.64041137695312	323.84295654296875	9.480010986328125	181.62353515625	26
der politisch-kulturellen »Europäisierung«	161.64041137695312	336.8030700683594	9.480010986328125	177.99929809570312	26
in den drei untersuchten Staaten so unter-	161.64041137695312	349.76318359375	9.480010986328125	178.80413818359375	26
schiedlich verlaufen ist.	161.64041137695312	362.8427429199219	9.480010986328125	100.38653564453125	26
Beide Arbeiten lassen sich somit als kom-	173.0401153564453	375.8028564453125	9.480010986328125	172.73695373535156	26
plementäre Untersuchungen begreifen, was	161.64041137695312	388.7629699707031	9.480010986328125	184.935791015625	26
es rechtfertigt, daß mit der Arbeit von Mar-	161.64041137695312	401.842529296875	9.480010986328125	181.61123657226562	26
cussen et al. eine Studie besprochen wird,	161.64041137695312	414.8026428222656	9.480010986328125	175.89291381835938	26
die schon im Jahre 1999 veröffentlicht	161.64041137695312	427.76275634765625	9.480010986328125	161.8206787109375	26
wurde. Sie wird hier auch deshalb einbezo-	161.64041137695312	440.8423156738281	9.480010986328125	180.70205688476562	26
gen, weil sie für eine sogenannte konstruk-	161.64041137695312	453.80242919921875	9.480010986328125	180.8585205078125	26
tivistische Herangehensweise an die Welt	161.64041137695312	466.7625427246094	9.480010986328125	174.36944580078125	26
der internationalen Beziehungen steht, die	161.64041137695312	479.84210205078125	9.480010986328125	181.51736450195312	26
die methodische und theoretische Debatte	161.64041137695312	492.8022155761719	9.480010986328125	178.99371337890625	26
dieser Disziplin wesentlich mitbestimmt.	161.64041137695312	505.7622985839844	9.480010986328125	174.06130981445312	26
Peter van Ham geht von dem Gedanken	175.80068969726562	518.82958984375	9.493316650390625	168.67385864257812	26
aus, daß es längerfristig eine gewisse »EU-	161.64041137695312	531.802978515625	9.480010986328125	175.23202514648438	26
Identität« geben muß, wenn das Projekt	161.64041137695312	544.7630615234375	9.480010986328125	168.07949829101562	26
der europäischen Integration erfolgreich	161.64041137695312	557.8426513671875	9.480010986328125	172.25634765625	26
sein soll. Er fragt sich, wie homogen Europa	161.64041137695312	570.802734375	9.480010986328125	185.00973510742188	26
in politisch-kultureller Hinsicht sein muß	161.64041137695312	583.7628173828125	9.480010986328125	176.89486694335938	26
und welches Maß an Solidarität und ge-	161.64041137695312	596.8424072265625	9.479995727539062	167.08779907226562	26
meinsamer Erfahrung notwendig ist, um	161.64041137695312	609.8025512695312	9.479995727539062	173.05740356445312	26
das europäische Projekt zu einem Erfolg zu	161.64041137695312	622.7626953125	9.479995727539062	182.29190063476562	26
machen. Ebenso stellt er sich die Frage,	161.64041137695312	635.8422241210938	9.479995727539062	165.15863037109375	26
inwieweit die EU selbst zum Zentrum der	161.64041137695312	648.8023681640625	9.479995727539062	174.99420166015625	26
politischen und kulturellen Identität ihrer	161.64041137695312	661.762451171875	9.479995727539062	179.83938598632812	26
Bürger werden muß. Entscheidend ist	161.64041137695312	674.842041015625	9.479995727539062	159.70953369140625	26
allerdings seine letzte Frage: Ist es vorstell-	161.64041137695312	687.8021240234375	9.479995727539062	178.85812377929688	26
bar, daß es eine Form des »Europäertums«	161.64041137695312	700.76220703125	9.479995727539062	176.88916015625	26
gibt, die die nationale Identität ersetzt?	161.64041137695312	713.841796875	9.480003356933594	166.250732421875	26
Um sich Antworten zu nähern, prüft er	369.9605712890625	76.76214599609375	9.47998046875	165.64495849609375	27
zwei gegenläufige Thesen. Die erste geht	358.5608825683594	89.8416748046875	9.47998046875	170.59646606445312	27
davon aus, daß die EU unbedingt ein	358.5608825683594	102.8017578125	9.47998046875	155.26058959960938	27
Gemeinschaftsgefühl für ihre weitere	358.5608825683594	115.7618408203125	9.47998046875	158.02487182617188	27
Entwicklung braucht. Die zweite betrachtet	358.5608825683594	128.84136962890625	9.47998046875	184.01632690429688	27
die Forderung nach einer EU-Identität als	358.5608825683594	141.80145263671875	9.47998046875	173.83944702148438	27
nicht zeitgemäß. Sie wird als ein über-	358.5608825683594	154.76153564453125	9.47998046875	161.57803344726562	27
kommenes Erbe des westfälischen, staats-	358.5608825683594	167.842041015625	9.47998046875	174.30599975585938	27
orientierten Systems betrachtet, das 	358.5608825683594	180.8021240234375	9.47998046875	158.95108032226562	27
zumindest im Westen  im Zeichen	358.5608825683594	193.76220703125	9.47998046875	149.349853515625	27
weltumspannender Verflechtung seinem	358.5608825683594	206.84271240234375	9.47998046875	172.75497436523438	27
Ende zugeht. Wie schon der 1951 verstor-	358.5608825683594	219.80279541015625	9.47998046875	173.94180297851562	27
bene französische Philosoph Alain de	358.5608825683594	232.76287841796875	9.47998046875	156.92056274414062	27
Benoist lautet die Argumentation der	358.5608825683594	245.8424072265625	9.47998046875	157.65438842773438	27
zweiten Denkrichtung, daß sich ein Empire	358.5608825683594	258.802490234375	9.47998046875	184.29312133789062	27
nicht in erster Linie auf ein Territorium	358.5608825683594	271.7625732421875	9.47998046875	167.96945190429688	27
gründet, sondern auf eine Idee oder ein	358.5608825683594	284.84210205078125	9.47998046875	166.60342407226562	27
