www.ssoar.info	401.6929931640625	114.9293212890625	18.0	131.21990966796875	0
Entwicklung ohne ausländische	73.69999694824219	203.67633056640625	18.0	272.73597717285156	1
Direktinvestitionen? : Perspektiven der arabischen	73.69999694824219	225.2763671875	18.0	433.74595642089844	2
Mittelmeerländer	73.69999694824219	246.8763427734375	18.0	143.9459991455078	3
Brach, Juliane	73.69999694824219	268.3463134765625	13.0	82.32899475097656	4
Veröffentlichungsversion / Published Version	73.69999694824219	297.79296875	10.0	197.0399932861328	5
Arbeitspapier / working paper	73.69999694824219	312.626953125	10.0	129.989990234375	6
Zur Verfügung gestellt in Kooperation mit / provided in cooperation with:	73.69999694824219	338.5699768066406	10.0	345.13999938964844	7
GIGA German Institute of Global and Area Studies	73.69999694824219	353.6339111328125	10.0	223.7899932861328	8
Empfohlene Zitierung / Suggested Citation:	59.527000427246094	396.7811584472656	9.0	184.78795623779297	9
Brach, Juliane ; GIGA German Institute of Global and Area Studies - Leibniz-Institut für Globale und Regionale	59.527000427246094	407.78814697265625	9.0	438.85791778564453	9
Studien, Institut für Nahost-Studien (Ed.): Entwicklung ohne ausländische Direktinvestitionen? : Perspektiven der	59.527000427246094	418.4106140136719	9.177520751953125	447.90296173095703	9
arabischen Mittelmeerländer. Hamburg, 2008 (GIGA Focus Nahost 9).. http://nbn-resolving.de/urn:nbn:de:0168-	59.527000427246094	429.21063232421875	9.177520751953125	444.42899322509766	9
ssoar-274324	59.527000427246094	440.1881408691406	9.0	55.02599334716797	9
Nutzungsbedingungen:	59.527000427246094	638.4813232421875	8.0	89.22400665283203	10
Dieser Text wird unter einer CC BY-NC-ND Lizenz	59.527000427246094	648.1195068359375	8.0	228.18402862548828	10
(Namensnennung-Nicht-kommerziell-Keine Bearbeitung) zur	59.527000427246094	657.7195434570312	8.0	228.19001007080078	10
Verfügung gestellt. Nähere Auskünfte zu den CC-Lizenzen finden	59.527000427246094	667.3195190429688	8.0	228.19596099853516	10
Sie hier:	59.527000427246094	676.9195556640625	8.0	29.31999969482422	10
https://creativecommons.org/licenses/by-nc-nd/4.0/deed.de	59.527000427246094	686.51953125	8.0	209.31998443603516	10
Terms of use:	304.7229919433594	638.4813232421875	8.0	51.824005126953125	11
