B-REF	Akrich, Madeleine (1992), »The De-Scription of Technical Objects«, in: Bijker, Wiebe E./Law,
I-REF	John (Hg.), Shaping Technology/Building Society: Studies in Sociotechnical Change, Cambridge.
B-REF	Akrich, Madeleine/Latour, Bruno (1988), »A Summary of a Convenient Vocabulary for the Semio-
I-REF	tics of Human and Non-human Assemblies«, in: Bijker, Wiebe E./Law, John (Hg.), Shaping
I-REF	Technology/Building Society: Studies in Sociotechnical Change, Cambridge.
B-REF	Bahrs, Ottomar (2004), »Das wirklich Mögliche ausloten: Salutogenetische Orientierung in der
I-REF	hausärztlichen Praxis – Notwendigkeit, Möglichkeit, Utopie?« Vortragsmanuskript der Tagung
I-REF	Neue Impulse in der Medizinischen Psychologie und Medizinischen Soziologie, gemeinsamer Kongress der
I-REF	Deutschen Gesellschaft für Medizinische Psychologie und Deutsche Gesellschaft für Medi-
I-REF	zinische Soziologie, 3.–5. Juni 2004 in Bochum.
B-REF	Bahrs, Ottomar/Fischer-Rosenthal, Wolfram/Szecsenyi, Joachim (Hg.) (1996), Vom Ablichten zum
I-REF	im-Bilde-sein: Video-Dokumentation von Arzt-Patient-Gesprächen im ärztlichen Qualitätszirkel, Würz-
I-REF	burg.
B-REF	Böhle, Fritz/Bolte, Annegret/Dunkel, Wolfgang u.a. (2004), »Der gesellschaftliche Umgang mit
I-REF	Erfahrungswissen: Von der Ausgrenzung zu neuen Grenzziehungen«, in: Beck, Ulrich/Lau,
I-REF	Christoph (Hg.), Entgrenzung und Entscheidung: Was ist neu an der Theorie reflexiver Modernisierung?
I-REF	Frankfurt a.M.
B-REF	Degele, Nina (2000), Informiertes Wissen. Eine Wissenssoziologie der computerisierten Gesellschaft, Frankfurt
I-REF	a.M./New York.
B-REF	Fischer, Wolfram (2004), »Fallrekonstruktion im professionellen Kontext: Biographische Diagnos-
I-REF	tik, Interaktionsanalyse und Intervention«, in: Homfeldt, Hans Günther/Merten, Roland/
I-REF	Schulze-Krüdener, Jörgen (Hg.), Grundlagen der Sozialen Arbeit, Baltmannsweiler.
B-REF	Kallmeyer, Werner/Schütze, Fritz (1977), »Zur Konstitution von Kommunikationsschemata der
I-REF	Sachverhaltsdarstellung«, in: Wegner, Dirk (Hg.), Gesprächsanalysen, IKP-Forschungsberichte,
I-REF	Reihe 1, Bd., 65, Hamburg.
B-REF	Knoblauch, Hubert (2004), »Die Video-Interaktions-Analyse«, in: Sozialer Sinn, Jg. 1, H. 1, S. 123–128.
B-REF	Knoblauch, Hubert/Schnettler, Bernt/Raab, Jürgen u.a. (Hg.) (2006), Video Analysis: Methodology
I-REF	and Methods. Qualitative Audiovisual Data Analysis in Sociology, Frankfurt a.M.
B-REF	Latour, Bruno (1987), Science in Action: How to follow scientists and engineers through society, Cambridge.
B-REF	Müller, Jutta (2006), Coaching, Biografie und Interaktion. Eine qualitative Studie zum Coach in Ausbildung,
I-REF	Opladen/Farmington Hill.
B-REF	Rammert, Werner (1992), »Neue Technologien – neue Begriffe?«, in: Malsch, Thomas/Mill, Ulrich
I-REF	(Hg.), ArBYTE. Modernisierung der Industriesoziologie? Berlin.
B-REF	Riemann, Gerhard (2003), »Erzählanalyse/Narrationsanalyse«, in: Bohnsack, Ralf/Marotzki,
I-REF	Winfried/Meuser, Michael (Hg.), Hauptbegriffe qualitativer Sozialforschung, Opladen.
B-REF	Schmiede, Rudi (2005), »Wissen und Arbeit im ›Informational Capitalism‹«, in: Baukrowitz,
I-REF	Andrea/Berker, Thomas/Boes, Andreas u.a. (Hg.), Informatisierung der Arbeit – Perspektiven zur
I-REF	Gestaltung eines gesellschaftlichen Umbruchprozesses, Berlin.
B-REF	Schütze, Fritz (1984), »Kognitive Figuren des autobiographischen Stehgreiferzählens«, in: Kohli,
I-REF	Martin (Hg.), Biographie und soziale Wirklichkeit: neue Beiträge und Forschungsperspektiven, Stuttgart.
B-REF	Schütze, Fritz (1983), »Biographieforschung und narratives Interview«, Neue Praxis, H. 3, S. 283–293.
B-REF	Soeffner, Hans-Georg (1989), Auslegung des Alltags – Der Alltag der Auslegung. Zur wissenssoziologischen
I-REF	Konzeption einer sozialwissenschaftlichen Hermeneutik, Frankfurt a.M.
B-REF	Suchman, Lucy/Trigg, Randall (1991), »Understanding Practice. Video as a Medium for Reflection
I-REF	and Design«, in: Greenbaum, Joan/Kyng, Morten (Hg.), Design at Work. Cooperative Design of
I-REF	Computer Systems, Hillsdale.
B-REF	Timmermans, Stefan/Berg, Marc (1997), »Standardization in Action: Achieving Local Universality
I-REF	through Medical Protocols«, Social Studies of Science, Bd. 27, S. 273–305.
B-REF	Whalen, Jack (1994), Making Standardization Visible, Vortrag gehalten am Xerox Palo Alto Research
I-REF	Center.
B-REF	Whalen, Jack/Zimmerman, Don H. (1998), »Observations on the Display and Management of
I-REF	Emotion in Naturally Occuring Activities: The Case of ›Hysteria‹ in Calls to 9-1-1«, Social
I-REF	Psychology Quaterly, Bd. 61, Nr. 2, S. 141–159.
B-REF	Whalen, Jack/Zimmerman, Don H./Whalen, Marilyn R. (1988), »When Words Fail: A Single Case
I-REF	Analysis«, Social Problems, Bd. 35, Nr. 4, S. 335–359.
