B-REF	Bergelt, S./Börner, F./Stenke, D., 1998: Jungengewalt – Mädchengewalt – ein Exkurs. S. 85-114 in:
I-REF	Forschungsgruppe Schulevaluation (Hrsg.), Gewalt als soziales Problem in Schulen. Untersu-
I-REF	chungsergebnisse und Präventionsstrategien. Opladen: Leske + Budrich.
B-REF	Bundeskriminalamt (Hrsg.), 1999: Polizeiliche Kriminalstatistik Bundesrepublik Deutschland. Berichts-
I-REF	jahr 1998. Wiesbaden: BKA.
B-REF	Bundesamt für Statistik, 2002: Jugendkriminalität: Überwiegend Vermögens-und Betäubungsmittel-
I-REF	straftaten. Pressemitteilung für das Jahr 2001. Neuchâtel: BFS.
B-REF	Eisner, M./Manzoni, P./Ribeaud, D., 2000: Gewalterfahrungen von Jugendlichen. Opfererfahrungen
I-REF	und selbstberichtete Gewalt bei Schülerinnen und Schülern im Kanton Zürich. Aarau: Sauerländer.
B-REF	Elias, N., 1976: Über den Prozess der Zivilisation. 2 Bände. Frankfurt/M.: Suhrkamp.
B-REF	Felten, M. von, 1998: Geschlechtsspezifische Perzeption von Gewalt im Jugendalter. S. 93-119 in: M.
I-REF	Eisner/P. Manzoni (Hrsg.), Gewalt in der Schweiz. Studien zu Entwicklung, Wahrnehmung und
I-REF	staatlicher Reaktion. Chur, Zürich: Rüegger.
B-REF	Felten, M. von, 2000: " ... aber das ist noch lange nicht Gewalt " . Empirische Untersuchung zur Wahr-
I-REF	nehmung von Gewalt bei Jugendlichen. Opladen: Leske + Budrich.
B-REF	Fuchs, M./Lamnek, S./Luedtke, J., 1996: Schule und Gewalt. Realität und Wahrnehmung eines sozialen
I-REF	Problems. Opladen: Leske + Budrich.
B-REF	Heitmeyer, W./Collmann, B./Conrads, J./Matuschek, I./Kraul, D./Kühnel, W./Möller, R./Ulbrich, M.,
I-REF	1996: Gewalt. Schattenseiten der Individualisierung bei Jugendlichen aus unterschiedlichen Milie-
I-REF	us. 2. Aufl. Weinheim, München: Juventa.
B-REF	Hurrelmann, K., 1990: Einführung in die Sozialisationstheorie. Über den Zusammenhang von Sozial-
I-REF	struktur und Persönlichkeit. 3. Aufl. Weinheim, Basel: Beltz.
B-REF	Mansel, J., 1995: Quantitative Entwicklung von Gewalthandlung Jugendlicher und ihre offizielle Re-
I-REF	gistrierung. Ansätze schulischer Prävention zwischen Anspruch und Wirklichkeit. Zeitschrift für
I-REF	Sozialisationsforschung und Erziehungssoziologie 2: 101-121.
B-REF	Möller, K., 2001: Coole Hauer und brave Engelein. Gewaltakzeptanz und Gewaltdistanzierung im Ver-
I-REF	lauf des frühen Jugendalters. Opladen: Leske + Budrich.
B-REF	Neidhardt, F. 1986: Gewalt – Soziale Bedeutungen und sozialwissenschaftliche Bestimmungen des
I-REF	Begriffs. S. 109-147 in: Bundeskriminalamt (Hrsg.), Was ist Gewalt? Auseinandersetzungen mit
I-REF	einem Begriff. Wiesbaden: BKA.
B-REF	Oswald, H., 1992: Beziehungen zu Gleichaltrigen. S. 319-332 in: Jugendwerk der Deutschen Shell
I-REF	(Hrsg.), Jugend '92. Lebenslagen, Orientierungen und Entwicklungsperspektiven im vereinigten
I-REF	Deutschland. Band 2: im Spiegel der Wissenschaften. Opladen: Leske + Budrich.
B-REF	Trotha, T. von, 1997: Zur Soziologie der Gewalt. Kölner Zeitschrift für Soziologie und Sozialpsycholo-
I-REF	gie. Sonderheft 37: 9–56.
