B-REF	Haug, Frigga 2011: Die vier-in-einem-Perspektive als Leitfaden für Politik, in: Das Ar-
I-REF	gument 291: 241-250
B-REF	Haug, W. F. 2007: Zur Dialektik des Antikapitalismus, in: Das Argument 269: 11-34
B-REF	Hirsch, Joachim 2011: Kapitalismus aufbrechen – aber wie, in: Das Argument 291: 231-
I-REF	236
B-REF	Hofmann, Jürgen 1996: Politisches Handeln und gesellschatliche Struktur. Grund-
I-REF	züge deutscher Gesellschatsgeschichte. Münster
B-REF	Kunstreich, Timm 2005: Sozialgenossenschaten – ein Versuch, eine kooperative Ver-
I-REF	gesellschatung im kapitalistischen Sozialstaat zu denken, in: WIDERSPRÜCHE,
I-REF	Het 97: 105-122
B-REF	Marshall, homas. H. 1972: Bürgerrechte und Soziale Klassen: zur Soziologie des
I-REF	Wohlfahrtstaates. Frankfurt/M; New York
B-REF	Resch, Christine, Steinert, Heinz 2009: Kapitalismus: Porträt einer Produktionsweise,
I-REF	Münster
B-REF	Röttger, Bernd 2011: Der Schoß der alten Gesellschat. Zur Organisation anti-kapitalis-
I-REF	tischer Übergänge, in: Das Argument 291: 193-201
