B-REF	Brach, Juliane (2008): Economic Development in
I-REF	the Arab Countries of the Middle East and North
I-REF	Africa. Determinants, Constraints and Implica­
I-REF	tions for EU-Arab Relations, Dissertation, Uni­
I-REF	versität Hamburg.
B-REF	Görg, H. / Greenaway, D. (2004): Much Ado About
I-REF	Nothing? Do Domestic Firms Really Benefit from
I-REF	Foreign Direct Investment?, in: World Bank Re­
I-REF	search Observer, Jg. 19, Nr. 2, S. 171-197.
B-REF	Helpman, E. / Melitz, M. / Yeaple, S. (2003): Export
I-REF	vs. FDI with Heterogenous Firms, in: American
I-REF	Economic Review, Jg. 94, Nr. 1, S. 300-316.
B-REF	Herzer, D. / Klasen, S. / Nowak-Lehmann, F. (2008):
I-REF	In Search of FDI-led Growth in Developing
I-REF	Countries: The Way Forward, in: Economic Mod-
I-REF	elling, Jg. 25, S. 793-810.
B-REF	World Bank (2008): Economic Development and
I-REF	Prospects, Middle East and North Africa Region,
I-REF	Washington D.C.
B-REF	World Bank (2008): World Development Indicators,
I-REF	Washington D.C.
B-REF	World Bank (2005): Economic Growth in the 1990s:
I-REF	Learning from a Decade of Reform, Washington
I-REF	D.C.
B-REF	Yeaple, S. (2003): The complex integration strat-
I-REF	egies of multinationals and cross country depend
I-REF	encies in the structure of foreign direct invest­
I-REF	ment, in: Journal of International Development,
I-REF	Jg. 60, S. 293-314.
