B-REF	Anderson, C. A./Bushman, B. J. (2002): Human aggression. Annual Review of Psychology, 53, 1, pp. 27-51.
B-REF	Anderson, C. A./Dill, K. E. (2000): Video games and aggressive thoughts, feelings, and behavior in the
I-REF	laboratory and in life. Journal of Personality and Social Psychology, 78, 4, pp. 772-790.
B-REF	Anderson, C. A./Gentile, D. A./Buckley, K. E. (2007): Violent video game effects on children and adoles-
I-REF	cents: Theory, research, and public policy. – New York.
B-REF	Anderson, C. A./Sakamoto, A./Gentile, D. A./Ihori, N./Shibuya, A./Yukawa, S./.../Kobayashi, K. (2008):
I-REF	Longitudinal effects of violent video games on aggression in Japan and the United States. Pediatrics,
I-REF	122, 5, pp. e1067-e1072.
B-REF	Anderson, C. A./Shibuya, A./Ihori, N./Swing, E. L./Bushman, B. J./Sakamoto, A./…/Saleem, M. (2010):
I-REF	Violent video game effects on aggression, empathy, and prosocial behavior in eastern and western
I-REF	countries: A meta-analytic review. Psychological Bulletin, 136, 2, pp. 151-173.
B-REF	Badaly, D./Kelly, B.K./Schwartz, D./Dabney-Lieras, K. (2012): Longitudinal associations of electronic
I-REF	aggression and victimization with social standing during adolescence. Journal of Youth and Adole-
I-REF	scence. doi 10.1007/s10964-012-9787-2.
B-REF	Bundesministerium für Unterricht, Kunst und Kultur (2013): Der muttersprachliche Unterricht in Öster-
I-REF	reich. Statistische Auswertung für das Schuljahr 2011/12. Online verfügbar unter: http://www.
I-REF	bmukk.gv.at/medienpool/3720/nr5_10.pdf; Stand: 06.12.2013.
B-REF	Card, N. A./Stucky, B. D./Sawalani, G. M./Little, T. D. (2008): Direct and indirect aggression during
I-REF	childhood and adolescence: A meta-analytic review of gender differences, intercorrelations, and
I-REF	relations to maladjustment. Child Development, 79, 5, pp. 1185-1229.
B-REF	Crick, N. R./Grotpeter, J. K. (1995): Relational aggression, gender, and social-psychological adjustment.
I-REF	Child Development, 66, 3, pp. 710-722.
B-REF	Currie, C.,/Zanotti, C./Morgan, A./…/Barnekow, V. (2012): Social determinants of health and well-being
I-REF	among young people. Health Behaviour in School-aged Children (HBSC) study: International report
I-REF	from the 2009/2010 survey. – Copenhagen.
B-REF	Fanti, K. A./Demetriou, A. G./Hawa, V. V. (2012): A longitudinal study of cyberbullying: Examining risk
I-REF	and protective factors. European Journal of Developmental Psychology, 9, 2, pp.168-181.
B-REF	Ferguson, C. J. (2011): Video games and youth violence: a prospective analysis in adolescents. Journal
I-REF	of Youth and Adolescence, 40, pp. 377-391.
B-REF	Ferguson, C. J./San Miguel, C./Garza, A./Jerabeck, J. M. (2012): A longitudinal test of video game
I-REF	violence influences on dating and aggression: A 3-year longitudinal study of adolescents. Journal of
I-REF	Psychiatric Research, 46, 2, pp. 141-146.
B-REF	Gentile, D. A./Lynch, P. J./Linder, J. R./Walsh, D. A. (2004): The effects of violent video game habits on
I-REF	adolescent hostility, aggressive behaviors, and school performance. Journal of Adolescence, 27, 1,
I-REF	pp. 5-22.
B-REF	Gradinger, P./Strohmeier, D./Spiel, C. (2009): Traditional bullying and cyberbullying: Identification of
I-REF	risk groups for adjustment problems. Journal of Psychology, 217, 4, pp. 205-213.
B-REF	Gradinger, P./Strohmeier, D./Spiel, C. (2012): Motives for bullying others in cyberspace: A study on
I-REF	bullies and bully-victims in Austria. In: Li, Q./Cross, D./Smith, P. K. (Eds.): Cyberbullying in the
I-REF	global playground: Research from international perspectives. – West-Sussex, pp. 263-284.
B-REF	Gradinger, P./Strohmeier, D./Schiller, E./ Stefanek, E./Spiel, C. (2012): Cyber-victimization and
