B-REF	(1972): Mujo deluks. In: Svet, 09.06.1972.
B-REF	(1973): Jugosloveni hrane Nemce. In: Ekspres politika, 13.05.1973.
B-REF	(1974): Ustav SFRJ 1974. In: Službeni list SFRJ 30 (9/74).
B-REF	(1977): Ustav SFRJ. In: Službeni list (19/77).
B-REF	(1977): Zwanglos und ganz ohne Programm. In: Mannheimer Morgen, 01.12. 1977.
B-REF	(1978): Ne možemo svi u kafedžije. In: Ilustrovana Politika, 22.03.1978.
B-REF	(1987): Vom Čimbur bis Gibanica. Rezepte aus Jugoslawien. Leipzig: Verlag für die Frau.
B-REF	[Berlin.de]:
I-REF	BerlinFinder.
I-REF	Jugoslawische
I-REF	Restaurants.
I-REF	Online
I-REF	verfügbar
I-REF	unter:
I-REF	http://www.berlin.de/adressen/jugoslawisches-restaurant/, letzter Zugriff am 29.06.2014.
B-REF	[Generalni konzulat Minhen] (1975): Generalni konzulat Minhen SSIP-u, 01.11.1975. DASMIP, PA,
I-REF	1975, F-103, 451790.
B-REF	Ahtakar, Salman (2007): Imagination und Identität. Psychosoziale Aspekte und kulturübergreifende
I-REF	Therapie. Gießen: Psychosozial-Verlag.
B-REF	Appadurai, Arjun (1988): How to make a National Cuisine: Cookbooks in Contemporary India. In:
I-REF	Comparative Studies in Society and History 30 (1), S. 3–24.
B-REF	Baberowski, Jörg (2009): Was sind Repräsentationen sozialer Ordnungen im Wandel? Anmerkungen
I-REF	zu einer Geschichte interkultureller Begegnungen. In: Jörg Baberowski (Hg.): Arbeit an der
I-REF	Geschichte. Wie viel Theorie braucht die Geschichtswissenschaft? Frankfurt am Main; New
I-REF	York: Campus, S. 7–18.
B-REF	Barkan, Elliott Robert (Hg.) (2007): Immigration, incorporation & transnationalism. New Brunswick:
I-REF	Transaction Publishers.
B-REF	Baučić, Ivo; Groß, Bernd (1988): Rückkehr und Reintegration jugoslawischer Arbeitnehmer aus der
I-REF	Bundesrepublik Deutschland. Bonn: Bundesministerium für Arbeit und Soziales
I-REF	(Forschungsbericht Sozialforschung, 163), S. 9.
B-REF	Belasco, Warren James; Scranton, Philip (Hg.) (2002): Food nations. Selling taste in consumer societies.
I-REF	New York: Routledge (Hagley perspectives on business and culture).
B-REF	Bracewell, Wendy (2012): Eating up Yugoslavia, Cookbooks and Consumption in Socialist Yugoslavia.
I-REF	In: Paulina Bren und Mary Neuburger (Hg.): Communism Unwrappred: Consumption in Cold
I-REF	War Eastern Europe. Oxford; New York: Oxford University Press. S. 169–196.
B-REF	Budde, Gunilla-Friederike; Conrad, Sebastian; Janz, Oliver (Hg.) (2006): Transnationale Geschichte.
I-REF	Themen, Tendenzen und Theorien. Göttingen: Vandenhoeck & Ruprecht.
B-REF	Calic, Marie-Janine (2010): Geschichte Jugoslawiens im 20. Jahrhundert. München: C.H. Beck.
B-REF	Čapo Žmegač, Jasna (2006): Dynamik der Beziehungen der Migranten zum Herkunftsland:
I-REF	biographische Perspektive. In: Schweizerisches Archiv für Volkskunde 102, S. 1–20.
B-REF	Davidović-Primorac, Milena (1982): O povratku naših radnika iz inostranstva. In: Sociološki pregled
I-REF	16 (1-2), S. 5–45.
B-REF	Derndinger, Renate (Hg.) (1989): Balkan-Küche. Über 150 Rezepte: von pfefferscharf bis zuckersüß.
I-REF	Herrsching: Pawlak (Burda).
B-REF	Goldsworthy, Vesna (1998): Inventing Ruritania, Imperialism of Imagination. New Haven: Yale
I-REF	University Press.
B-REF	Grandits, Hannes; Brunnbauer, Ulf (2013): The Ambiguous Nation. Socialist and Post-Socialist Nation-
I-REF	Building in Southeastern Europe in Perspective (Introduction). In: Ulf Brunnbauer und Hannes
I-REF	Grandits (Hg.): The Ambiguous Nation. Case Studies from Southeastern Europe in the 20th
I-REF	Century. München: Oldenbourg Verlag (Südosteuropäische Arbeiten, 151), S. 9–39.
B-REF	Higman, Barry W. (2012): How food made history. Malden: Wiley-Blackwell.
B-REF	Hobsbawm, Eric (1992): The Invention of Tradition. Cambridge: Cambridge University Press.
B-REF	Hobsbawm, Eric J. (1995): Age of extremes. The short twentieth century, 1914-1991. London: Michael
I-REF	Joseph.
B-REF	Interview mit dem Besitzer des Imbiss Restaurants " Balkan grill " . Berlin, 14.04.2013.
B-REF	Interview mit dem Besitzer des Restaurants " Adriatic " . Berlin, 30.04.2013.
B-REF	Interview mit dem Besitzer des Restaurants " Dalmacija Grill " , Potsdamer Straße. Berlin, 27.04.2013.
B-REF	Interview mit dem Besitzer des Restaurants " Dalmacija grill " . Berlin, 27.04.2013.
