B-REF	Chronic Poverty Research Centre (CPRC) (2008), The Chronic Poverty
I-REF	Report 2008-09, Escaping Poverty Traps, Manchester, CPRC.
B-REF	Churchill, Craig (2006), What is insurance for the poor? in: Craig
I-REF	Churchill (ed.), Protecting the Poor – A Microinsurance Compendium,
I-REF	Geneva, International Labour Office, 12-24.
B-REF	Cohen, Monique and Jennefer Sebstad (2006), The demand for microin­
I-REF	surance, in: Craig Churchill (ed.), Protecting the Poor – A Microinsurance
I-REF	Compendium, Geneva, International Labour Office, 25-44.
B-REF	Dercon, Stefan (2002), Income Risk, Coping Strategies, and Safety Nets,
I-REF	World Bank Research Observer 17, 2, 141-166.
B-REF	Giesbert, Lena (2008), " Magic Microfinance " – bald auch eine Erfolgsge-
I-REF	schichte für Afrika? GIGA Focus Afrika, 9, Hamburg: GIGA.
B-REF	International Labour Organisation (ILO) (2001), Social security: A new
I-REF	consensus, Genf, ILO.
B-REF	Murdoch, Jonathan (2006), Micro-insurance: the next revolution? in:
I-REF	Banerjee, Abhijit Vinayak, Roland Bénabou, and Dilip Mookherjee
I-REF	(ed.) Understanding Poverty Oxford University Press, 337-356.
B-REF	Malaika, Marc and Kuriakose, Anne T. (2008), Microinsurance:
I-REF	Extending Pro-Poor Risk Management through the Social Fund
I-REF	Platform, Social Funds Innovation Notes, 2.
B-REF	Roth, Jim, Michael J. McCord and Dominic Liber (2007), The Landscape
I-REF	of Microinsurance in the World's 100 Poorest Countries, Appleton, The
I-REF	Microinsurance Centre.
B-REF	Wipf, John, Liber, Dominic and Craig Churchill (2006), in: Craig
I-REF	Churchill (ed.), Protecting the Poor – A Microinsurance Compendium,
I-REF	Geneva: International Labour Office, 146-173.
