B-REF	Aderman, D./Brehm, S.S., 1976: On the recall of initial attitudes following counter-
I-REF	attitudinal advocacy: An experimental reexamination. Personality and Social Psycho-
I-REF	logy Bulletin 19: 59-62.
B-REF	Bem, D.J., 1972: Self-perception theory. S. 1-62) in L. Berkowitz (Hrsg.), Advances in
I-REF	experimental social psychology. Band 6. New York: Academic Press.
B-REF	Collins, L.M./Graham, J.W./ Hansen, W.B./Johnson, C.A., 1985: Agreement between
I-REF	retrospektive accounts of substance use and earlier reported substance use. Applied
I-REF	Psychological Measurement 9: 301-309.
B-REF	Conway, M./Ross, M., 1984: Getting what you want by revising what you had. Journal
I-REF	of Personality and Social Psychology 47: 738-748.
B-REF	Eich, E./Reeves, J.L./Jaeger, B./Graff-Radford, S.B., 1985: Memory for pain: Relation
I-REF	between past and present pain intensity. Pain 23: 375-379.
B-REF	Feine, J.S./Lavigne, G.J./Thuan Dao, T.T./Morin, C./Lund, J.P., 1998: Memories of
I-REF	chronic pain and perceptions of relief. Pain 77: 137-141.
B-REF	Festinger, L., 1957: A theory of cognitive dissonance. Stanford: Stanford University
I-REF	Press.
B-REF	Goethals, G.R./Reckman, R.F., 1973: The perception of consistency in attitudes.
I-REF	Journal of Experimental Social Psychology 9: 491-501.
B-REF	Grau, I./Bierhoff, H.W., 1996: Erinnerungsverzerrung durch implizite Theorien. Der
I-REF	Zusammenhang zwischen aktuellen Urteilen und Erinnerungen an frühere Urteile
I-REF	über sich selbst und den Lebenspartner. Zeitschrift für Psychologie 204: 167-185.
B-REF	Linton, S.J./Melin, L., 1982: The accuracy of remembering chronic pain. Pain 13:
I-REF	281-285.
B-REF	McFarland, C./Ross, M., 1987: The relation between current impressions and memories
I-REF	of self and dating partners. Personality and Social Psychology Bulletin 13: 228-238.
B-REF	Moller-Jensen, O./Wahrendorf, J./Rosenqvist, A./Geser, A., 1984: The reliability of
I-REF	questionaire-derived historical dietary information and temporal stability of food
I-REF	habits in individuals. American Journal of Epidemiology 120: 281-290.
B-REF	Ross, M., 1989: Relation of implicit theories to the construction of personal histories.
I-REF	Psychological Review 96: 341-357.
B-REF	Ross, M./McFarland, C./Conway, M./Zanna, M.P., 1983: Reciprocal relation between
I-REF	attitudes and behavior recall: Committing people to newly formed attitudes. Journal
I-REF	of Personality and Social Psychology 45: 257-267.
B-REF	Ross, M./McFarland, C./Fletcher, G.J.O., 1981: The effect of attitude on the recall of
I-REF	personal histories. Journal of Personality and Social Psychology 10: 627-634.
B-REF	Schwarz, N., 1993: Theorien konzeptgesteuerter Informationsverarbeitung. S. 269-291
I-REF	in D. Frey/M. Irle (Hrsg.), Theorien der Sozialpsychologie. Band 3. Bern: Huber.
B-REF	Sudman, S./Schwarz, N., 1989: Contributions of cognitive Psychology to advertising
I-REF	research. Journal of Advertising Research 29: 43-53.
B-REF	Tedeschi, J.T., 1981: Impression management theory and social psychological research.
I-REF	New York: Academic Press.
B-REF	Tversky, A./Kahneman, D., 1974: Judgment under uncertainty: Heuristics and biases.
I-REF	Science 185: 1124-1131.
B-REF	Wahrendorf, J., 1985: Questionaire-derived historic dietary information. Elsevier
I-REF	Science Publishers B.V. (Biomedical Division). Diet and human carcinogenesis. J.V.
I-REF	Joossens et al. editors.
B-REF	Wegener, D.T./Petty, R.E., 1995: Flexible correction processes in social judgment: The
I-REF	role of naive theories in corrections for perceived bias. Journal of Personality and
I-REF	Social Psychology 68: 36-51.
B-REF	Wilson, T.D./Brekke, N., 1994: Mental contamination and mental correction: Un-
I-REF	wanted influences on judgments and evaluations. Psychological Bulletin 116: 117-142.
B-REF	Wippich, W./Olk, C., 1987: Wann beeinflussen Einstellungen Erinnerungen an eige-
I-REF	nes Verhalten? Zeitschrift für experimentelle und angewandte Psychologie 34: 136-154.
B-REF	Wippich, W./Schulte, A./Mecklenbräuker, S., 1989: Weitere Evidenzen zum Einfluß
I-REF	induzierter Einstellungen auf Erinnerungen an eigenes Verhalten. Zeitschrift für
I-REF	experimentelle und angewandte Psychologie 36: 162-179.
B-REF	Withey, S.B., 1954: Reliability of recall of income. Public Opinion Quarterly 18: 197-204.
