B-REF	Bacher, Johann (1994): Clusteranalyse, München, Wien.
B-REF	Blien, Uwe/Hirschenauer, Franziska/Arendt, Manfred/Braun, Hans Jürgen/Gunst,
I-REF	Dieter-Michael/Kilcioglu, Sibel/Kleinschmidt, Helmut/Musati, Martina/Roß, Her-
I-REF	mann/Vollkommer, Dieter/Wein, Jochen (2004): Typisierung von Bezirken der Agen-
I-REF	turen für Arbeit. In: Zeitschrift für Arbeitsmarktforschung 2, S. 146-175.
B-REF	Blien, Uwe/Hirschenauer, Franziska (2005): Welche Agenturen sind vergleichbar?
I-REF	IAB-Kurzbericht 18, Nürnberg, online im Internet unter:
I-REF	http://doku.iab.de/kurzber/2005/kb1805.pdf
B-REF	Blien, Uwe/Hirschenauer, Franziska (2005a): Vergleichstypen 2005. Neufassung
I-REF	der Regionaltypisierung für Vergleiche zwischen Agenturbezirken. IAB-
I-REF	Forschungsbericht 24, Nürnberg, online im Internet unter:
I-REF	http://doku.iab.de/forschungsbericht/2005/fb2405.pdf
B-REF	Wiedenbeck, Michael/Züll, Cornelia (2001): " Klassifikation und Clusteranalyse:
I-REF	Grundlegende Techniken hierarchischer und K-means-Verfahren " , ZUMA, online im
I-REF	Internet unter:
I-REF	http://www.gesis.org/Publikationen/Berichte/ZUMA_How_to/Dokumente/pdf/how-
I-REF	to10mwcz.pdf
