B-REF	Antonovsky, A. (1997): Salutogenese – Zur Entmystifizierung der Gesundheit; Deutsche Ge-
I-REF	sellschaft für Verhaltenstherapie (DGVT) Tübingen.
B-REF	Bauer, H.J. (1989): Medizinische Rehabilitation und Nachsorge bei Multipler Sklerose – Kli-
I-REF	nische Grundlagen, Krankheitsrelevante Daten, Hilfsmaßnahmen und Verlauf; Fischer-
I-REF	Verlag, Stuttgart, Jena, New York.
B-REF	Bauer, H.J. Seidel, D. (1996): MS-Ratgeber -Praktische Probleme der Multiplen Sklerose;
I-REF	Gustav Fischer Verlag; Stuttgart -Jena -New York.
B-REF	Bauer, H.J./Kesselring, J. (1995): Medizinische Rehabilitation und Nachsorge bei Multipler
I-REF	Sklerose; Fischer-Verlag Stuttgart, Jena, New York; 2. Auflage.
B-REF	Beland, H. (1982): Multiple Sklerose: Verlauf und Bewältigung einer chronischen Krankheit
I-REF	und ihre Bedeutung im Leben der Betroffenen -Eine empirische Untersuchung; Dissertation
I-REF	zur Erlangung des sozialwissenschaftlichen Doktorgrades des Fachbereichs Sozialwissen-
I-REF	schaften der Universität Göttingen; Göttingen.
B-REF	Bertram, H. (1995): Moralische Verpflichtungen und Werte in einer individualisierten Gesell-
I-REF	schaft – In: Bertram, Hans (Hrsg.): Das Individuum und seine Familie – Lebensformen,
I-REF	Familienbeziehungen und Lebensereignisse im Erwachsenenalter; DJI Familien-Survey 4;
I-REF	Leske + Budrich, Opladen.
B-REF	Bien, W. (1994): Eigeninteresse oder Solidarität -Beziehungen in modernen Mehrgeneratio-
I-REF	nenfamilien. DJI: Familien-Survey 3; Opladen.
B-REF	Bodenmann, G. (1996): Prävention bei Paaren: ein bewältigungsorientierter Zugang. In: Sys-
I-REF	tem Familie (1996) 9; Springer-Verlag; 74-82;.
B-REF	Bodenmann, G. (1998): Der Einfluss der Gesundheit auf die Partnerschaft: Eine 3-Jahres-
I-REF	Längsschnittuntersuchung; In: Zeitschrift für Klinische Psychologie 27 (3); Hogrefe-Verlag
I-REF	Göttingen; 189-201.
B-REF	Bodenmann, G./Cina, A. (1999): Der Einfluss von Stress, individueller Belastungsbewälti-
I-REF	gung und dyadisches Coping auf die Partnerschaftsstabilität: Eine 4-Jahres-Längsschnitt-
I-REF	studie; In: Zeitschrift für Klinische Psychologie, 28 (2), Hogrefe-Verlag Göttingen; 130-
I-REF	139.
B-REF	Bodenmann, G./Perrez, M. (1993): Stress-und Copingdiagnostik in Partnerschaft und Fami-
I-REF	lie; In: Zeitschrift für Familienforschung, 5/1993; 177-214.
B-REF	Bösch, J. (1986): Familienmedizin ist ein wissenschaftliches Fach; In: Heim, E; Willi, J.: Psy-
I-REF	chosoziale Medizin -Gesundheit und Krankheit in bio-psycho-sozialer Sicht; 2. Klinik und
I-REF	Praxis; Heidelberg.
B-REF	Bründel, H./Hurrelmann, K. (1999): Konkurrenz, Karriere, Kollaps – Männerforschung und
I-REF	der Abschied vom Mythos Mann; Verlag Kohlhammer, Stuttgart.
B-REF	Bundesministerium für Frauen und Jugend (1993): Materialien zur Frauenpolitik 31; Der
I-REF	partnerschaftliche Mann –Einstellungen und Verhaltensweisen-Ergebnisse einer repräsenta-
I-REF	tiven Bevölkerungsumfrage des Instituts für Demoskopie Allensbach; 39-40.
B-REF	Cierpka, M. (1988): Familiendiagnostik; Springer-Verlag Heidelberg.
B-REF	Daten des Gesundheitswesens (1995): Schriftenreihe des Bundesministeriums für Gesundheit;
I-REF	Band 51; Nomos Verlagsgesellschaft Baden-Baden
B-REF	Deike, Ch. (1989): Themenzentrierte Gruppen für MS-Neuerkrankte – Bericht über eine
I-REF	Gruppe in der IBS Göttingen mit einem Beispiel für die Durchführung im Landesverband
I-REF	Niedersachsen; hrsgg. von der Deutschen Multiple Sklerose Gesellschaft Bundesverband
I-REF	e.V.; Göttingen.
B-REF	Denecke, P. (1983): Chronische Krankheit und Familiendynamik – Eine empirische Untersu-
