B-REF	AG KISS NW/ KOSKON (Hg.) (1996): Förderempfehlungen zur
I-REF	Verbesserung der örtlichen Selbsthilfestrukturen in Nordrhein-Westfalen.
I-REF	Mönchengladbach.
B-REF	Alter, Stephanie (1995): Neue Steuerungsmodelle -ihre Anwendung in der
I-REF	Verwaltung und in der sozialen Arbeit. In: Landeswohlfahrtsverband
I-REF	Württemberg-Hohenzollern (Hg.). Spektrum Nr. 3. Stuttgart, S. 3 -11.
B-REF	AOK, Allgemeine Ortskrankenkasse-Bundesverband (1994): Förderung
I-REF	von Selbsthilfe -Empfehlungen für die AOK. Bonn, Entwurf vom
I-REF	22.03.1994.
B-REF	ASG, Arbeitsgemeinschaft Sozialdemokratinnen und Sozialdemokraten im
I-REF	Gesundheitswesen
I-REF	(2.
I-REF	Sept.
I-REF	1994):
I-REF	Sozialdemokratische
I-REF	Gesundheitspolitik im Dialog mit den Kranken, Selbsthilfegruppen und
I-REF	Patient/ Innenvertretungen. Dokumentation. München.
B-REF	Backhaus-Maul, Holger/ Olk, Thomas (1992): Die Konstitution
I-REF	kommunaler
I-REF	Sozialpolitik:
I-REF	Probleme
I-REF	des
I-REF	Aufbaus
I-REF	sozialer
I-REF	Versorgungsstrukturen in den neuen Bundesländern. In: Rühl, Christof
I-REF	(Hg.). Probleme der Einheit. Marburg, S. 83 -112.
B-REF	Backhaus-Maul, H. (1992): Wohlfahrtsverbände in den neuen Bundeslän-
I-REF	dern. In: Rühl, C. (Hg.). Probleme der Einheit. Marburg, S. 361 -381.
B-REF	Badura, Bernhard/ Gross, Peter (1976): Sozialpolitische Perspektiven. Eine
I-REF	Einführung in Grundlagen und Probleme sozialer Dienstleistungen. Mün-
I-REF	chen.
B-REF	Badura, B./ Haufhold, Gary / Lehmann, Harald u.a. (1987): Leben mit dem
I-REF	Herzinfarkt. Eine sozialepidemiologische Studie. Berlin, New York,
I-REF	Tokyo.
B-REF	Badura, B. (1994): Patientenorientierte Systemgestaltung im Gesundheits-
I-REF	wesen. In: Badura, B./ Feuerstein, Günter. Systemgestaltung im Gesund-
I-REF	heitswesen. Weinheim und München, S. 255 -310.
B-REF	Badura, B. (1996): Neue Wege in der Rehabilitation -Der Beitrag der
I-REF	Selbsthilfe zur ambulanten Rehabilitation. Vortrag bei DAG SHG Jahresta-
I-REF	gung am 21.05.1996 in Würzburg.
