B-REF	Albrecht, G./Howe, C.-W./Wolterhoff-Neetix, J., 1988: Neue Ergebnisse zum Dunkelfeld der
I-REF	Jugenddelinquenz: Selbstberichtete Delinquenz von Jugendlichen in zwei westdeutschen
I-REF	Großstädten. S. 661-696 in: Kaiser, G. (Hg.), Kriminologische Forschung in den 80er Jahren.
I-REF	Freiburg: Max-Planck-Institut für ausländisches und internationales Strafrecht.
B-REF	Beebe, T.J./Harrison, P.A./McRae, J.R./Anderson, R.E./Fulkerson, J.A., 1998: An evaluation
I-REF	of computer-assisted self-interviews in a school setting. Public Opinion Quarterly 62, 623-
I-REF	632.
B-REF	Currie, C./Hurrelmann, K./Settertollubte, W./Smith, R./Todd, J., 2000: Health and Health
I-REF	Behaviour Among Young People: A WHO Cross-National Study (HBSC). Kopenhagen:
I-REF	WHO.
B-REF	Deutsche Forschungsgemeinschaft/Kaase, M. (Hg.), 1999: Qualitätskriterien der Umfra-
I-REF	geforschung. Denkschrift. Berlin: Akademie-Verlag.
B-REF	Deutsche Shell (Hg.) 2000. Jugend 2000: 13. Shell Jugendstudie. Opladen: Leske +
I-REF	Budrich.
B-REF	Deutsche Shell (Hg.) 2002. Jugend 2002: Zwischen pragmatischem Idealismus und ro-
I-REF	bustem Materialismus. Frankfurt a.M.: Fischer.
B-REF	Diekmann, A., 1998: Empirische Sozialforschung: Grundlagen, Methoden, Anwendun-
I-REF	gen. Reinbeck bei Hamburg: Rowohlt.
B-REF	Dillman, D. A., 1983: Mail and other Self-Administered Questionnaires. S. 359-376 in:
I-REF	Rossi, P. H./Wright, J. D./Anderson, A. B., Handbook of Survey Research. New York:
I-REF	Academic Press.
B-REF	Friedrichs, J., 1990: Methoden empirischer Sozialforschung, 14. A.. Opladen: Westdeut-
I-REF	scher Verlag.
B-REF	Fuchs, M./Lamnek, S./Luedtke, J., 2001: Tatort Schule: Gewalt an Schulen 1994-1999.
I-REF	Opladen: Leske + Budrich.
B-REF	Hallfors, D./Khatapoush, S./Kadushin, C./Watson, K./Saxe, L., 2000: A comparison of
I-REF	paper vs. computer-assisted self interview for school alcohol, tobacco, and other drug
I-REF	surveys. Evaluation and Program Planning 23: 149-155.
B-REF	Heitmeyer, W./Collmann, B./Conrads, J./Matuschek, I./Kraul, D./Kühnel, W./Möller,
I-REF	R./Ulbrich-Hermann, M., 1996: Gewalt: Schattenseiten der Individualisierung bei Ju-
I-REF	gendlichen aus unterschiedlichen Milieus. Weinheim/München: Juventa.
B-REF	Hindelang, M./Hirschi, T./Weis, J., 1981: Measuring Delinquency. Beverly Hills: Sage.
B-REF	Hirschi, T., 1969: Causes of Delinquency. Berkeley: University of California Press.
B-REF	Holtappels, H. G./Heitmeyer, W./Melzer, W./Tillmann,K.-J. (Hg.), 1997: Forschung über
I-REF	Gewalt an Schulen: Erscheinungsformen und Ursachen, Konzepte und Prävention. Wein-
I-REF	heim/München: Juventa.
B-REF	Huizinga, D./Elliott, D,. 1986: Reassessing the reliability and validity of self-report delin-
I-REF	quency measures. Journal of Quantitative Criminology 2: 293-327.
B-REF	Junger, M., 1989: Discrepancies Between Police and Self-Report Data for Dutch Racial
I-REF	Minorities. British Journal of Criminology, 29(3): 273-284.
B-REF	Kerkvliet, J., 1994: Cheating by Economics Students: A Comparison of Survey Results.
I-REF	Journal of Economic Education, 25(2): 121-133.
B-REF	Klein, S./ Porst, R., 2000: Mail Surveys. Ein Literaturbericht (ZUMA Technischer Bericht
I-REF	10/2000). Mannheim: Zentrum für Umfragen, Methoden und Analysen.
B-REF	Kreuzer, A./Görgen, T./Römer-Klees, B./Schneider, H., 1992: Auswirkungen unter-
I-REF	schiedlicher methodischer Vorgehensweisen auf die Ergebnisse selbstberichteter Deli-
I-REF	quenz. Monatsschrift für Kriminologie und Strafrechtsreform 75(2/3): 91-104.
B-REF	De Leeuw, E./Hox, J./Kef, S./van Hattum, M., 1997: Overcoming the Problems of Special
I-REF	Interviews on Sensitive Topics: Computer Assisted Self-Interviewing Tailored for Young
I-REF	Children and Adolescents. S. 1-14 in: Sawtooth Software Inc. (Hg.), Sawtooth Software
I-REF	Conference Proceedings. Sequim, WA: Sawtooth Software.
B-REF	Mansel, J., 2001: Angst vor Gewalt: Eine Untersuchung zu jugendlichen Opfern und
I-REF	Tätern. Weinheim; München: Juventa.
B-REF	Mansel, J./Hurrelmann, K., 1998: Aggressives und delinquentes Verhalten Jugendlicher
I-REF	im Zeitvergleich. Befunde der ' Dunkelfeldforschung' aus den Jahren 1988, 1990 und
I-REF	1996. Kölner Zeitschrift für Soziologie und Sozialpsychologie, 50(1): 78-109.
B-REF	Merkens, H., (Hg.) 1999: Schuljugendliche in beiden Teilen Berlins seit der Wende:
I-REF	Reaktionen auf den sozialen Wandel. Baltmannsweiler: Schneider-Verl. Hohengehren.
B-REF	Naplava, T./Oberwittler, D., 2002: Methodeneffekte bei der Messung selbstberichteter
I-REF	Delinquenz von männlichen Jugendlichen – Ein Vergleich zwischen schriftlicher
I-REF	Befragung in der Schule und mündlicher Befragung im Haushalt. Monatsschrift für Kri-
I-REF	minologie und Strafrechtsreform, 85(6), im Druck.
B-REF	Oberwittler, D./Blank, T./Köllisch, T./Naplava, T., 2001: Soziale Lebenslagen und Delin-
I-REF	quenz von Jugendlichen. Ergebnisse der MPI-Schulbefragung 1999 in Freiburg und Köln.
I-REF	Freiburg: edition iuscrim.
B-REF	Oberwittler, D./Köllisch, T./Würger, M., 2002: Selbstberichtete Delinquenz bei Jugendli-
I-REF	chen. In: Glöckner-Rist, A. (Hg.), ZUMA-Informationssystem. Elektronisches Handbuch
I-REF	sozialwissenschaftlicher Erhebungsinstrumente Version 6.0. Mannheim: Zentrum für
I-REF	Umfragen, Methoden und Analysen.
B-REF	Reuband, K.-H., 1985: Methodische Probleme bei der Erfassung altersspezifischer Ver-
I-REF	haltensweisen: die Zusammensetzung von Interviewerstäben und ihr Einfluss auf das
I-REF	Antwortverhalten Jugendlicher. ZA-Information, 17: 34-50.
B-REF	Reuband, K-H./Blasius, J., 1996: Face-to-face-, telefonische und postalische Befragun-
I-REF	gen: Ausschöpfungsquoten und Antwortmuster in einer Großstadt-Studie. Kölner Zeit-
I-REF	schrift für Soziologie und Sozialpsychologie, 46(2): 296-318.
B-REF	Schnell, R., 1997: Nonresponse in Bevölkerungsumfragen. Ausmaß, Entwicklung und
I-REF	Ursachen. Opladen: Leske + Budrich.
B-REF	Schnell, R./ Hill, P./Esser, E., 1999: Methoden der empirischen Sozialforschung, 6.A.
I-REF	München: Oldenbourg.
B-REF	Schumann, K. F./Berlitz, C./Guth, H.-W./Kaulitzki, R., 1987: Jugendkriminalität und die
I-REF	Grenzen der Generalprävention. Neuwied: Luchterhand.
B-REF	Sturzbecher, D., (Hg.), 2001: Jugend in Ostdeutschland: Lebenssituation und Delinquenz.
I-REF	Opladen: Leske + Budrich.
B-REF	Tillmann, H.-J./Holler-Nowotzki, B./Holtappels, H. G./Meier, U./Popp, U., 1999: Schüler-
I-REF	gewalt als Schulproblem: verursachende Bedingungen, Erscheinungsformen und pädago-
I-REF	gische Handlungsperspektiven. Weinheim/München: Juventa.
B-REF	Turner, C.F./Ku, L./Rogers, S.M./Lindberg, L.D./Pleck, J.H./Sonenstein, F.L., 1998:
I-REF	Adolescent Sexual Behavior, Drug Use, and Violence: Increased Reporting with Com-
I-REF	puter Survey Technology. Science 280: 867-873.
B-REF	Villmow, B./ Stephan, E., 1983: Jugendkriminalität in einer Gemeinde: Eine Analyse
I-REF	erfragter Delinquenz und Viktimisierung sowie amtlicher Registrierung. Freiburg: Max-
I-REF	Planck-Institut.
B-REF	Wegener, B., 1988: Kritik des Prestiges. Opladen: Westdeutscher Verlag.
B-REF	Wetzels, P./Enzmann, D./Pfeiffer, C., 2001: Jugend und Gewalt. Eine repräsentative Dun-
I-REF	kelfeldanalyse in München und acht anderen deutschen Städten. Baden-Baden: Nomos.
B-REF	Zinnecker, J./Behnken, I./Maschke, S./Stecher, L. 2002: Null zoff & voll busy. Die erste
I-REF	Jugendgeneration des neuen Jahrhunderts. Ein Selbstbild. Opladen: Lese + Budrich.
