B-REF	Bolte, Annegret; Neumer, Judith; Porschen, Stephanie (2008): Die alltägliche Last
I-REF	der Kooperation -Abstimmung als Arbeit und das Ende der Meeting-Euphorie, editi-
I-REF	on sigma, Berlin.
B-REF	Böhle, Fritz (2008): Die Integration "von unten" -Ein "blinder Fleck" beim Wandel der
I-REF	Organisation von Unternehmen. In: Böhle, Fritz; Bolte, Annegret; Bürgermeister,
I-REF	Markus (Hrsg.): Die Integration von unten -Der Schlüssel zum Erfolg organisatori-
I-REF	schen Wandels, Carl Auer, Heidelberg, S. 7-20.
B-REF	Kühl, Stefan (2002): Sisyphos im Management. Die vergebliche Suche nach der op-
I-REF	timalen Organisationsstruktur, Wiley-VCH Verlag, Weinheim.
B-REF	Porschen, Stephanie (2008): Enttäuschte Meeting-Euphorie. In: WSI-Mitteilungen,
I-REF	Heft 5, 61. Jg., S. 261-266.
