B-REF	Brand, U./A. Brunnengräber/L. Schrader/C. Stock/P.Wahl (2000): Global Governance. Alternative zur
I-REF	neoliberalen Globalisierung? Münster: Westfälisches Dampfboot.
B-REF	Beck, U. (2000): Freiheit statt Kapitalismus. Ein Gespräch mit Ulrich Beck und Richard Sennett. In: Die
I-REF	Zeit vom 6.4.2000
B-REF	Ebbinghaus, B./Visser, J. (1994): Barrieren und Wege " grenzenloser " Solidarität: Gewerkschaften und
I-REF	Europäische Integration. In: Streeck, W. (Hg): Staat und Verbände, PVS Sonderheft 25, Opladen:
I-REF	Westdeutscher Verlag: 223-255.
B-REF	Erickson, C./Kuruvilla, S. (1998): Industrial Relations System Transformation. In: Industrial and Labour
I-REF	Relations Review, 1: 3-21.
B-REF	Fairbrother, P./Hammer, N. (2005): Global Unions – Past Efforts and Future Prospects. In: Relations
I-REF	Industrielles/Industrial Relations, 60(3): 405-431.
B-REF	Fichter, M./Gerster, J./Zeuner, B. (2001): Externe Herausforderungen – Interne Probleme – Zukunfts-
I-REF	optionen: eine internationale Perspektive. In: Hans-Böckler-Stiftung (Hg.): Zwei Literaturstudien.
I-REF	Arbeitspapier 44, Düsseldorf: 113-186
B-REF	Gordon, M.E./L.Turner (Hg.) (2000): Transnational Cooperation among Labor Unions. Ithaca: Cornell
I-REF	University Press.
B-REF	Gumbrell-McCormick, R. (2000): Facing New Challenges: The International Confederation of Free Trade
I-REF	Unions (1972-1990s). In: Carew, A./M. Dreyfus/G. van Goethem/R. Gumbrell-McCormick/M.
I-REF	van der Linden: The International Confederation of Free Trade Unions: A History of the Organiza-
I-REF	tion and its Precursors. Bern: Peter Lang: 341-517.
B-REF	Hammer, N. (2005): International Framework Agreements: Global Industrial Relations Between Rights
I-REF	and Bargaining. In: Transfer, 11(4): 511-530.
B-REF	Harrod, J./O'Brien, R. (Hg.) (2004): Global Unions? Theory and Strategies of Organized Labour in the
I-REF	Global Political Economy. London: Routledge
B-REF	Haworth, N./Hughes, S. (2002): Internationization, Industrial Relations Theory and International Rela-
I-REF	tions. In: Harrod, J./O'Brien, R. (eds.): Global Unions? Theory and Strategies of Organized Labour
I-REF	in the Global Political Economy. London: Routledge: 64-79.
B-REF	Held, D./McGrew, A./Goldblat, D./Perraton, J. (1999): Global Transformations, Cambridge.
B-REF	Hyman, R. (1999): National Industrial Relations Systems and Transnational Changes: An Essay in Re-
I-REF	view. In: European Journal of Industrial Relations, (1): 17-46.
B-REF	Hyman, R. (2002): The International Labour Movement on the Threshold of Two Centuries. Agitation,
I-REF	Organisation, Bureaucracy, Diplomacy. Paper presented at the Workshop " International Labour
I-REF	Movement on the Thresholds of Two Centuries " , 24th and 25th of October 2002
I-REF	(www.arbarkiv.nu/pdf_wrd/Hyman_int.pdf, download 19.5.2002).
B-REF	Hyman, R. (2004): Is Industrial Relations Theory always Ethnocentric? In: Kaufman, B.E. (ed.): Theoreti-
I-REF	cal Perspectives on Work and the Employment Relationship. IRRA Series 2004: 265-292.
B-REF	Keller, B./Platzer, H.-W. (eds.) (2003): Industrial Relations and European Integration. Trans-and Supra-
I-REF	national Developments and Prospects. Aldershot.
B-REF	Koch-Baumgarten, S. (1999): Gewerkschaftsinternationalismus und die Herausforderung der Globalisie-
I-REF	rung. Das Beispiel der Internationalen Transportarbeiterföderation. Frankfurt/Main: Campus.
B-REF	Lillie, N. (2004): Global Collective Bargaining on Flag of Convenience Shipping. In: British Journal of
I-REF	Industrial Relations, 42(1): 47-67.
B-REF	Lillie, N. (2005): Union Networks and Global Unionism in Maritime Shipping. In: Relations Industriel-
I-REF	les/Industrial Relations, 60(1): 88-111.
B-REF	Lillie, N. (2006): A Global Union for Global Workers: Collective Bargaining and Political Regulation in
I-REF	Maritime Shipping. New York: Routledge.
B-REF	Marginson, P./Sisson, K. (2004): European Integration and Industrial Relations – Multi-level Govern-
I-REF	ance in the Making. Basingstoke: Palgrave Macmillan.
B-REF	Moody, K. (1997): Workers in a Lean World. Unions in the International Economy. London und New
I-REF	York: Verso.
B-REF	Müller-Jentsch, W./Sperling, H.-J. (1998): The Reorganization of Work as a Challenge for Works Coun-
I-REF	cils and Trade Unions. In: Hoffmann, R./Jacobi, O./Keller, B./Weiss, M. (eds.): The German
I-REF	Model of Industrial Relations between Adaptation and Erosion. Graue Reihe – Neue Folge 145,
I-REF	Düsseldorf: Hans-Böckler-Stiftung: 75-82.
B-REF	Platzer, H.-W. (2002): Europäisierung und Transnationalisierung der Arbeitsbeziehungen in der EU. In:
I-REF	Internationale Politik und Gesellschaft, 2: 103-121.
B-REF	Ramsay, H. (1999): In Search of international Union Theory. In: Waddington (ed.): Globalization and
I-REF	Patterns of Labour Resistance. London: Mansell.
B-REF	Reutter, W. (1998): Möglichkeiten und Grenzen internationaler Gewerkschaftspolitik – Geschichte,
I-REF	Struktur und Einfluss der Internationalen Textil-, Bekleidungs-und Lederarbeitervereinigung.
I-REF	Frankfurt/Main: Bund-Verlag.
B-REF	Streeck, W. (1996): Industrielle Beziehungen in einer internationalisierten Wirtschaft. In: Friedrich-Ebert-
I-REF	Stiftung – Gesprächskreis Arbeit und Soziales, Bonn: 37-89.
B-REF	Tørres, L./Gunnes, S. (2003): Global Framework Agreements: A New Tool for International Labour.
I-REF	Oslo: FAFO.
B-REF	Turner, L. (1996): The Europeanization of Labour: Structure before Action. In: European Journal of
I-REF	Industrial Relations, 2(3): 325-344.
B-REF	Waterman, P. (2001): Globalization, Social Movements and the New Internationalisms. London und New
I-REF	York: Continuum.
