B-REF	Hanekop Heidemarie; Tasch, Andreas; Wittke, Volker (2001) „New Economy“ und Dienstleistungs-
I-REF	qualität: Verschiebung der Produzenten- und Konsumentenrolle bei digitalen Dienstleistungen.
I-REF	SOFI Mitteilungen 9, 2001, S. 73-91.
B-REF	Klein, Stefan; Köhne, Frank; Totz, Carsten (2004): Extending customer's roles in eCommerce –
I-REF	Promises, challenges and some findings, in: Shaw, Michael, J. (ed.): Electronic Commerce and the
I-REF	Digital Economy, 2004, Armonk, NY: M.E. Sharpe, 2004 (in print).
B-REF	Klein, Stefan; Totz, Carsten (2004): Prosumers as service configurators – vision, status and future
I-REF	requirements, in: Bouwman, H.; Preissl, B.; Steinfield, C. (Hrsg.) ELife after the DOT.com bust,
I-REF	Heidelberg, New York: Physica, 2004, pp. 119-135.
B-REF	Köhne, Frank; Klein, Stefan (2003): Prosuming in der Telekommunikationsbranche: Eine Delphi-
I-REF	Studie. Institut für Wirtschaftsinformatik, Universität Münster, Arbeitsbericht Nr. 97, 2003.
B-REF	Köhne, Frank; Schneider, Bernd (2002): An AI Approach to Information Filtering for Location Based
I-REF	Services, in: Schubert, Petra; Leimstoll, Uwe (Hrsg.), Proceedings of the Ninth Research
I-REF	Symposium on Emerging Electronic Markets 2002, Basel, Switzerland, 2002, S. 149-156.
B-REF	Köhne, Frank; Totz, Carsten (2002): Personalisation in mobile information services, in: Proceedings
I-REF	of the BITA/B4U Workshop on Business Models, TU Delft, Netherlands, 2002.
B-REF	Köhne, Frank; Totz, Carsten; Wehmeyer, Kai (2003): Consumer Preferences for Location-Based
I-REF	Service Attributes – A Conjoint Analysis, in: Proceedings of the Second International Conference
I-REF	on Mobile Business, Wien, 2003, S. 115-127.
B-REF	Köhne, Frank; Totz, Carsten; Wehmeyer, Kai (2004): Consumer Preferences for Location-Based
I-REF	Service Attributes – A Conjoint Analysis, in: International Journal of Mobile Communication
I-REF	(submitted).
B-REF	Riemer, Kai; Totz, Carsten (2003): The many faces of personalization - an integrative overview of
I-REF	mass customization and personalization, in: Tseng, Mitchell M; Piller, Frank T. (Hrsg.), The
I-REF	Customer Centric Enterprise, Berlin, Heidelberg, New York 2003, S. 35-50.
B-REF	Schneider, Bernd; Totz, Carsten (2003): Web-gestützte Konfiguration komplexer Produkte und
I-REF	Dienstleistungen, Institut für Wirtschaftsinformatik, Universität Münster, Dezember 2003.
B-REF	Totz, Carsten; Riemer, Kai (2001): The effect of interface quality on success- an integrative approach
I-REF	on mass customization design, in: Proceedings of the 1st World Congress on Mass Customization
I-REF	and Personalization, Hong-Kong, 2001, (available on CD-Rom at ami.ust.hk/MC01/MCPC.htm).
B-REF	Totz, Carsten, Riemer, Kai; Klein, Stefan (2001): Web Evaluation, in: Lowry, Paul B.; Cherrington, J.
I-REF	Owen; Watson, Ronald R.: The E-Business Handbook, St. Lucie Press, 2001, 45-66.
