B-REF	Arnold, Michael; Strehl, Rüdiger, 2000: Wie kommen Innovationen ins DRG-System? (Die
I-REF	Steuerungsfunktion der Bundesauschüsse), in: Michael Arnold; Martin Litsch; Hen-
I-REF	ner Schellenschmidt (Hg.): Krankenhaus-Report 2000. Schwerpunkt: Vergütungsre-
I-REF	form mit DRGs. Stuttgart: Schattauer, 159-171.
B-REF	Beske, Fritz, 2001: Neubestimmung und Finanzierung des Leistungskatalogs der gesetzli-
I-REF	chen Krankenversicherung: Kieler Konzept – Paradigmenwechsel im Gesundheits-
I-REF	wesen. Berlin u.a.: Quintessenz.
B-REF	Borchert, Günter, 1999: „Sicherung der Verbindlichkeit untergesetzlicher Normen im
I-REF	Krankenversicherungsrecht“, Die Krankenversicherung 51: 273-275.
B-REF	Braun, Bernard, 2001: „Budgetierung, Rationierung, Rationalisierung“, Dr. med. Mabuse
I-REF	133: 52-55.
B-REF	Dierks, Marie-Luise; Bitzer, Eva-Maria; Lerch, Magnus; Martin, Sabine; Röseler, Sabine;
I-REF	Schienkiewitz, Anja; Siebeneick, Stefanie; Schwartz, Friedrich-Wilhelm, 2001: Pati-
I-REF	entensouveränität. Der autonome Patient im Mittelpunkt. Arbeitsbericht Nr. 195 der
I-REF	Akademie für Technikfolgenabschätzung in Baden-Württemberg“. Stuttgart: Institut
I-REF	für Sozialmedizin, Epidemiologie und Gesundheitssystemforschung (ISEG) in Zu-
I-REF	sammenarbeit mit der medizinischen Hochschule Hannover, Abt. Epidemiologie, So-
I-REF	ziamedizin und Gesundheitssystemforschung.
B-REF	Döhler, Marian; Manow-Borgwardt, Philip, 1992: „Gesundheitspolitische Steuerung zwi-
I-REF	schen Hierarchie und Verhandlung“, MPIFG Discussion Paper Nr. 7. Köln.
B-REF	Francke, Robert, 2002: „Innovationen im Gesundheitswesen – Rechtliche Regulierung des
I-REF	Zugangs von medizinischen Neuerungen zur gesetzlichen Krankenversicherung“. 3.
I-REF	Siegburger Abteigespräche des VdAK/AEV im Februar 2002, Siegburg.
B-REF	Gibis, Bernhard; Rheinberger, Paul, 2002: „Erfahrungen mit und Impact von Health Tech-
I-REF	nology Assessment im Bundesausschuss der Ärzte und Krankenkassen“, Zeitschrift
I-REF	für ärztliche Fortbildung und Qualitätssicherung (ZaeFQ) 96: 82-90.
B-REF	Glaeske, Gerd, 2002: „Produktzulassung: Sicherung eines hochstehenden Arzneimittelan-
I-REF	gebotes“. Symposium des BKK-Bundesverbandes zur Arzneimittelpolitik am
I-REF	4.11.2002, Essen.
B-REF	Großbölting, Ralf; Schneider, Karl-Heinz, 1999: „Kostenerstattung für neue Behandlungs-
I-REF	methoden im Rahmen der Gesetzlichen Krankenversicherung – Rechtsprechung des
I-REF	BSG im Wandel“, Medizinrecht 17: 403-407.
B-REF	Hart, Dieter, 2001a: „Health Technology Assessment (HTA) und gesundheitsrechtliche Re-
I-REF	gulierung“, Medizinrecht 19: 1-8.
B-REF	Hart, Dieter, 2001b: „Wirksamkeit, Nutzen, Nachmarktkontrolle. Eine tatsächliche und ei-
I-REF	ne mögliche Relation zwischen Arzneimittel- und Sozialrecht“. Tagung Arzneimittel-
I-REF	Anwendungsforschung – Strategie für mehr Effizienz und Patientennutzen am
I-REF	4./5.10.2001, Bremen.
B-REF	Jung, Karl, 1998: „Bundesausschuss der Ärzte und Krankenkassen – Entscheidungsgre-
I-REF	mium der gemeinsamen Selbstverwaltung in der vertragsärztlichen Versorgung der
I-REF	gesetzlichen Krankenversicherung (GKV)“, Gesellschaftspolitische Kommentare 39:
I-REF	3-42.
B-REF	Jung, Karl, 1999: „Bundesausschuss der Ärzte und Krankenkassen – Aufgaben, Zusam-
I-REF	mensetzung, Verfahren“. Probleme der Rechtsquellen im Sozialversicherungsrecht.
I-REF	Tagungsband zum 7. Fachkolloquium des Instituts für Sozialrecht der Universität
I-REF	Bochum, Bochum.
B-REF	Jung, Karl, 2000: „Rechtliche Grundlagen des Bundesausschusses auch nach der GKV-
I-REF	Reform 2000 unzureichend“, Die Krankenversicherung 52: 52-58.
B-REF	Jung, Karl; Gawlik, Christian; Gibis, Bernhard; Pötsch, Rüdiger; Rheinberger, Paul;
I-REF	Schmacke, Norbert; Schneider, Günther, 2000: „Bundesausschuss der Ärzte und
I-REF	Krankenkassen – Ansprüche der Versicherten präzisieren“, Deutsches Ärzteblatt 97:
I-REF	A365-A370.
B-REF	Kern, Axel Olaf; Kistler, Ernst; u.a., 2002: „Definitionsprobleme und Implikationen von
I-REF	Leistungsausgrenzungen in der gesetzlichen Krankenversicherung“. Stadtbergen: In-
