B-REF	Antonucci, T. C., & Akiyama, H. (1987). An examinaƟ -
I-REF	on of sex diī erences in social support among older
I-REF	men and women. Sex roles, 17(11-12), 737-749. doi:
I-REF	10.1007/BF00287685.
B-REF	Baumeister, R. F., & Leary, M. R. (1995). The need to
I-REF	belong: desire for interpersonal aƩ achments as a fun-
I-REF	damental human moƟ vaƟ on. Psychological BulleƟ n,
I-REF	117(3), 497-529. doi: 10.1037/0033-2909.117.3.497.
B-REF	Berkman, L. F., Glass, T., BrisseƩ e, I., & Seeman, T. E.
I-REF	(2000). From social integraƟ on to health: Durkheim in
I-REF	the new millennium. Social Science & Medicine, 51(6),
I-REF	843-857. doi: 10.1016/s0277-9536(00)00065-4.
B-REF	Böger, A., & Huxhold, O. (2016). Do antecedents and
I-REF	consequences of loneliness change across the second
I-REF	half of life? (eingereichtes Manuskript).
B-REF	Carstensen, L. L., Isaacowitz, D. M., & Charles, S. T.
I-REF	(1999). Taking Ɵ me seriously - A theory of socioemo-
I-REF	Ɵ onal selecƟ vity. American Psychologist, 54(3), 165-
I-REF	181. doi: 10.1037//0003-066x.54.3.165.
B-REF	Engstler, H., & Huxhold, O. (2010). BeeinŇ usst die Be-
I-REF	ziehung älterer Menschen zu ihren erwachsenen Kin-
I-REF	dern die räumliche Nähe zwischen den GeneraƟ onen?
I-REF	Wechselbeziehungen zwischen Wohnenƞ ernung, Kon-
I-REF	takthäuĮ gkeit und Beziehungsenge im LängsschniƩ .
I-REF	In: A. EƩ e, K. Ruckdeschel & R. Unger (Hrsg.) Poten-
I-REF	ziale intergeneraƟ onaler Beziehungen: Chancen und
I-REF	Herausforderungen für die Gestaltung des demograĮ -
I-REF	schen Wandels (S. 175-197). Würzburg: Ergon.
B-REF	Engstler, H., & Tesch-Roemer, C. (2010). Lebensformen
I-REF	und PartnerschaŌ . In: A. Motel-Klingebiel, S. Wurm
I-REF	& C. Tesch-Roemer (Hrsg.) Altern im Wandel: Befun-
I-REF	de des Deutschen Alterssurveys (DEAS) (S. 163-187).
I-REF	StuƩ gart: Kohlhammer.
B-REF	Fiori, K. L., Antonucci, T. C., & CorƟ na, K. S. (2006). Soci-
I-REF	al network typologies and mental health among older
I-REF	adults. The Journals of Gerontology Series B: Psycholo-
I-REF	gical Sciences and Social Sciences, 61(1), P25-P32. doi:
I-REF	10.1093/geronb/61.1.P25.
B-REF	Fors, S., & Lennartsson, C. (2008). Social mobility, geo-
I-REF	graphical proximity and intergeneraƟ onal family con-
I-REF	tact in Sweden. Ageing and Society, 28(02), 253-270.
I-REF	doi: 10.1017/S0144686X07006617.
B-REF	Groenou, M. I. B. van, & Tilburg, T. van (2003). Net-
I-REF	work size and support in old age: diī erenƟ als by
I-REF	socio-economic status in childhood and adulthood.
I-REF	Ageing and Society, 23, 625-645. doi: 10.1017/
I-REF	s0144686x0300134x.
B-REF	Huxhold, O., Mahne, K., & Naumann, D. (2010). Sozia-
I-REF	le IntegraƟ on. In: A. Motel-Klingebiel, S. Wurm & C.
I-REF	Tesch-Roemer (Hrsg.) Altern im Wandel. Befunde des
I-REF	Deutschen Alterssurveys (DEAS). (S. 215-233). StuƩ -
I-REF	gart: Kohlhammer.
B-REF	Huxhold, O., Miche, M., & Schüz, B. (2014). BeneĮ ts of
I-REF	having friends in older ages: Diī erenƟ al eī ects of in-
I-REF	formal social acƟ viƟ es on well-being in middle-aged
I-REF	and older adults. The Journals of Gerontology - Series
I-REF	B: Psychological Sciences and Social Sciences, 69(3),
I-REF	366-375. doi: 10.1093/geronb/gbt029.
B-REF	Ikkink, K. K., & Tilburg, T. van (1998). Do older adults’
I-REF	network members conƟ nue to provide instrumen-
I-REF	tal support in unbalanced relaƟ onships? Journal of
I-REF	Social and Personal RelaƟ onships, 15(1), 59-75. doi:
I-REF	10.1177/0265407598151004.
B-REF	Inglehart, R. F. (2008). Changing values among western
I-REF	publics from 1970 to 2006. West European PoliƟ cs,
I-REF	31(1-2), 130-146. doi: 10.1080/01402380701834747.
B-REF	Kroh, M. (2008). Wertewandel: Immer mehr Ost-und
I-REF	Westdeutsche Ɵ cken postmaterialisƟ sch. DIW Wo-
I-REF	chenbericht, 75(34), 480-486.
B-REF	Lin, N., & Dumin, M. (1986). Access to occupaƟ ons
I-REF	through social Ɵ es. Social networks, 8(4), 365-385. doi:
I-REF	10.1016/0378-8733(86)90003-1
B-REF	Neyer, F. J., Wrzus, C., Wagner, J., & Lang, F. R. (2011).
I-REF	Principles of RelaƟ onship Diī erenƟ aƟ on. European
I-REF	Psychologist, 16(4), 267-277. doi: 10.1027/1016-9040/
I-REF	a000055.
B-REF	Shaw, B. A., Krause, N., Liang, J., & BenneƩ , J. (2007).
I-REF	Tracking changes in social relaƟ ons throughout late
I-REF	life. The Journals of Gerontology Series B: Psychological
I-REF	Sciences and Social Sciences, 62(2), S90-S99. doi:
I-REF	10.1093/geronb/62.2.S90.
B-REF	Suanet, B., Tilburg, T. G. van, & Groenou, M. I. B. van
I-REF	(2013). Nonkin in Older Adults’ Personal Networks:
I-REF	More Important Among Later Cohorts? The Journals of
I-REF	Gerontology Series B: Psychological Sciences and Social
I-REF	Sciences, 68(4), 633-643. doi: 10.1093/geronb/gbt043.
B-REF	Yakubovich, V. (2005). Weak Ɵ es, informaƟ on, and inŇ u-
I-REF	ence: How workers Į nd jobs in a local Russian labor
I-REF	market. American sociological review, 70(3), 408-421.
I-REF	doi: 10.1177/000312240507000303.
