B-REF	Ates,, Seyran, 2008: Der Multikulti-Irrtum. Wie wir in Deutschland besser zusammen leben kön-
I-REF	nen. Berlin, insbes. 55-63 und 187-190.
B-REF	Benhabib, Seyla (Hg.), 1993: Der Streit um Differenz. Feminismus und Postmoderne in der Ge-
I-REF	genwart. Frankfurt/M.
B-REF	Braun, Christina von/Mathes, Bettina, 2007: Verschleierte Wirklichkeit. Die Frau, der Islam und
I-REF	der Westen. Bonn, insbes. 16-26 und 429-31.
B-REF	Butler, Judith, 2010a: Abschrift der Rede auf dem Christopher Street Day Berlin, 19.06.2010. In-
I-REF	ternet: theoriealspraxis.blogsport.de/2010/06/20/abschrift-der-preis-annahme-verweigerungs-
I-REF	rede-von-judith-butler-beim-csd-in-berlin/ (18.08.2013).
B-REF	Butler, Judith, 2010b: Raster des Krieges. Warum wir nicht jedes Leid beklagen. Frankfurt/M.,
I-REF	insbes. 32-34 und 99-107.
B-REF	Butler, Judith, 2010c: „In diesem Kampf gibt es keinen Platz für Rassismus“. Katharina Hamann:
I-REF	Judith Butler im Gespräch über Rassismus, Homophobie und Antisemitismus. In: Jungle World,
I-REF	Nr. 30, 29.07.2010.
B-REF	Moghissi, Haideh, 1999: Feminism and Islamic Fundamentalism. London, insbes. 49-63.
