B-REF	Egger, Caroline (2003). LSES. Media Analysis 2000–
I-REF	2002. Austria. Unveröff. Projektbericht.
B-REF	Fleischhacker, Michael (2000). Restriktiv des Katholi-
I-REF	zismus wegen?, in: Der Standard, 24.10.2000.
B-REF	Galloux, Jean-Christophe/Arne Thing Mortensen/
I-REF	Suzanne de Cheveigné/Agnes Allansdottir/Aigli
I-REF	Chatjouli/George Sakellaris (2002). The Institutions
I-REF	of Bioethics, in: Martin W. Bauer/George Gaskell
I-REF	(Hg.): Biotechnology. The Making of a Global
I-REF	Controversy, Cambridge, 129–148.
B-REF	Gamson, William/André Modigliani (1989). Media Dis-
I-REF	course and Public Opinion on Nuclear Power: a
I-REF	Constructivist Approach, in: American Journal of
I-REF	Sociology, 94(1), 1–37.
B-REF	Gottweis, Herbert (2001). Die unsichtbare Kommissi-
I-REF	on, in: Der Standard, 13.12.2001.
B-REF	Grabner, Petra M./Elisabeth Wolfgruber (1992). Kin-
I-REF	der machen – über den politischen Umgang mit der
I-REF	Reproduktionsmedizin in Salzburg, in: Österreich-
I-REF	ische Zeitschrift für Politikwissenschaft, 21(1), 43–
I-REF	57.
B-REF	Grabner, Petra (1999). Technik, Politik und Gesellschaft.
I-REF	Eine Untersuchung am Beispiel des österreichischen
I-REF	Gentechnikgesetzes, Frankfurt a. M./Berlin/Bern/
I-REF	New York/Paris/Wien.
B-REF	Grabner, Petra/Helge Torgersen (1998). Österreichs
I-REF	Gentechnikpolitik – Technikkritische Vorreiterrolle
I-REF	oder Modernisierungsverweigerung?, in: Österreich-
I-REF	ische Zeitschrift für Politikwissenschaft, 27(1), 5–
I-REF	27.
B-REF	Grabner, Petra/Jürgen Hampel/Nicola Lindsey/Helge
I-REF	Torgersen (2001). Biopolitical diversity: the
I-REF	challenge of multilevel policy-making, in: George
I-REF	Gaskell/Martin W. Bauer (Hg.): Biotechnology
I-REF	1996–2000. The Years of Controversy, London, 15–
I-REF	34.
B-REF	Irwin, Alan (2001). Constructing the Scientific Citizen:
I-REF	Science and Democracy in the Biosciences, in: Public
I-REF	Understanding of Science, 10(1), 1–18.
B-REF	Koch, Hans-Georg (2001). Fortpflanzungsmedizin im
I-REF	europäischen Vergleich, in: Aus Politik und Zeitge-
I-REF	schichte, B27/2001, 29. Juni, 44–54.
B-REF	Körtner, Ulrich (2001a). Biopolitik: Wir sind Europa.
I-REF	Stammzellenforschung und nationaler Eigensinn –
I-REF	Konturen eines Dilemmas, in: Der Standard,
I-REF	11.12.2001.
B-REF	Körtner, Ulrich (2001b). Falsche Adresse, Leserbrief,
I-REF	in: Der Standard, 15.12.2001.
B-REF	Körtner, Ulrich (2002a). Kein Patent auf Leben?, in: Die
I-REF	Presse, 20.4.2002.
B-REF	Körtner, Ulrich (2002b). Stammzellforschung – die
I-REF	Doppelmoral heimischer Biopolitik, in: Die Presse,
I-REF	21.5.2002.
B-REF	Lindsey, Nicola/Mercy Wambui Kamara/Erling Jelsøe/
I-REF	Arne Thing Mortensen (2001). Changing Frames: the
I-REF	Emergence of Ethics in European Policy on
I-REF	Biotechnology, in: Notizie di Politeia, XVII, 63, 80–
I-REF	93.
B-REF	LSES Group (2003). Europeans and Biotechnology in
I-REF	2002. Eurobarometer 58.0. A report to the EC
I-REF	Directorate General for Research from the project
I-REF	‘Life Sciences in European Society’ QLG7-1999-
I-REF	00286, London.
B-REF	Rein, Martin/Donald Schön (1993). Reframing Policy
I-REF	Discourse, in: Frank Fischer/John Forester (Hg.):
I-REF	The Argumentative Turn in Policy Analysis and
I-REF	Planning, Durham/London, 145–166.
B-REF	Schönbauer, Roland (2002). Politik essen Ethik auf. Die
I-REF	Kanzlerkommission wird zunehmend zum Miss-
I-REF	brauchsopfer ihrer Erfinder, in: Der Standard,
I-REF	4.4.2002.
B-REF	Schwischei, Gerhard (2000). Keine Lust auf Gentechnik.
I-REF	Politiker blieben Seminar des ‚European Health Fo-
I-REF	rum Gastein 2000’ fern, in: Salzburger Nachrichten,
I-REF	28.9.2000.
B-REF	Seifert, Franz (2003). Demokratietheoretische Überle-
I-REF	gungen zum österreichischen Gentechnik-Konflikt,
I-REF	in: SWS-Rundschau, 43(1), 106–128.
B-REF	Taupitz, Jochen (2003). Rechtliche Regelung der
I-REF	Embryonenforschung im internationalen Vergleich,
I-REF	Berlin.
B-REF	Torgersen, Helge/Caroline Egger/Petra Grabner/Nicole
I-REF	Kronberger/Franz Seifert/Patrizia Weger/Wolfgang
I-REF	Wagner (2001). Austria: Narrowing the Gap with
I-REF	Europe, in: George Gaskell/Martin W. Bauer (Hg.):
I-REF	Biotechnology 1996–2000. The Years of
I-REF	Controversy, London, 131–144.
B-REF	Wagner, Wolfgang/Helge Torgersen/Franz Seifert/Petra
I-REF	Grabner/Sigrid Lehner (1998). Austria, in: John
I-REF	Durant/Martin W. Bauer/George Gaskell (Hg.):
I-REF	Biotechnology in the Public Sphere. A European
I-REF	Sourcebook, London, 15–28.
