B-REF	Pavel M. Alexejew, Valentin M. Kalinin und Rajmond G. Piotrowski (Hg.) (1973):
I-REF	Sprachstatistik. München/Salzburg.
B-REF	Gershon Alperovich (1984): The size distribution of cities – On the empirical validity of the
I-REF	rank-size rule. Journal of Urban Economics, XVI, S. 232-239.
B-REF	Felix Auerbach (1913): Das Gesetz der Bevölkerungskonzentration. Petermanns
I-REF	Geographische Mitteilungen, Band LIX, S. 73 –76.
B-REF	Robert Axtell und Richard Florida (2001) : Emergent cities – A microeconomic explanation
I-REF	for Zipf``s law. Mimeo, The Brookings Institution. Internet.
B-REF	Michael Batty (2000): siehe Shiode.
B-REF	Marianne van den Berg (1999): siehe Brakman.
B-REF	Ludwig Beutin (1959): Wirtschaftsgeschichte. In: Handbuch der Wirtschaftswissenschaften
I-REF	(Hg. Karl Hax und Theodor Wessels), Köln/Opladen, Band II S. 1405-1443.
B-REF	Flavio Bonifacio (2004): An automatic method for detection of extreme values : rules and
I-REF	applications. 3rd Conference in Actuarial Science and Finance, Samos, Greece, 2-5
I-REF	September 2004. Internet.
B-REF	Steven Brakman, Harry Garretsen,Charles van Marrewijk und Marianne van den Berg
I-REF	(1999): The return of Zipf – Towards a further understanding of the rank-size
I-REF	distribution. Journal of Regional Science, Vol 39, S.183-213.
B-REF	Manfred Bretz und Edgar Wedel (1988): Zweck und Bedeutung der Volks-, Berufs-,
I-REF	Gebäude- und Wohnungszählung. Wirtschaft und Statistik 3/1987, S.195-206.
B-REF	Glenn R. Carroll (1982): National city-size distributions – What do we know after 67 years
I-REF	of research? Progress in Human Geographie VI, S.1-43.
B-REF	Juan Carlos Cordoba (2004): A generalized Gibrat`s law for cities. Internet, Rice University
I-REF	(U.S.), Department of Economics.
B-REF	Charles Darwin (1859): On the origin of species by means of natural selection – Or the
I-REF	preservation of favoured races in the struggle for life. London.
B-REF	Albert Einstein (1922): Über die spezielle und allgemeine Relativitätstheorie. Braunschweig.
B-REF	Ernst Engel (1881): Das Rechnungsbuch der Hausfrau und seine Bedeutung im
I-REF	Wirtschaftsleben der Nation. Zeitschrift des Königlich Preussischen Statistischen
I-REF	Bureaus 21, S.379-390.
B-REF	Ronald Aylmer Fisher (1925): Statistical methods for research workers. Edinburgh.
B-REF	Richard Florida (2001): siehe Axtell.
B-REF	Xavier Gabaix (1999): Zipf`s law for cities – An explanation. The Quarterly Journal of
I-REF	Economics, 114, S.739-767.
B-REF	Johann Gottfried Galle (1858): Über die Verbesserung der Planeten-Elemente aus
I-REF	beobachteten Oppositionen, angewandt auf eine neue Bestimmung der Pallas-Bahn.
I-REF	Breslau.
B-REF	Harry Garretsen (1999): siehe Brakman.
B-REF	Wolfgang Gerß (1984): Statistische Einzelangaben als Grundlage der regionalen
I-REF	wirtscha ftlichen Gesamtrechnungen. Jahrbücher für Statistik und Landeskunde von
I-REF	Baden-Württemberg, Jahrgang 29, S.151-158.
B-REF	Wolfgang Gerß (1990): Inter- und intraregionale Unterschiede der Wertschöpfung in der
I-REF	Bundesrepublik Deutschland. Statistische Rundschau Nordrhein-Westfalen Jg. 42/9,
I-REF	S.639-649.
B-REF	Wolfgang Gerß (1996): Statistische Signifikanz der Diversität im Zusammenhang mit
I-REF	biologischen Bestandserfassungen. Allgemeines Statistisches Archiv 80 (2), S.219-226.
B-REF	Wolfgang Gerß (2000): Statistische Auswertung einer zehnjährigen Punkt-Stopp-
I-REF	Vogelzählung im niederbergischen Hügelland. Charadrius 36 Heft 2, S.49-56.
B-REF	Robert Gibrat (1931): Les inégalités économiques. Paris.
B-REF	Ernest P. Goodrich (1926) : The statistical relationship between population and the city plan.
I-REF	American Journal of Sociology, Vol. 20, S.123-128.
B-REF	Volker Hannemann (1992):Ergebnisse, Nutzen, Qualität und Organisation von
I-REF	Volkszählungen in den alten Bundesländern. In: Forum der Bundesstatistik, Band 21,
I-REF	S.67-82, Stuttgart.
B-REF	J. Michael Harrison (1985): Brownian motion and stochastic flow systems. New York.
B-REF	Jeroen Hinloopen und Charles van Marrewijk (2004): Locating economic concentration.
I-REF	Tinbergen Institute Discussion Paper. Internet.
B-REF	Robert T. Holt, Brian L. Job und Lawrence Markus (1978): Catastrophe theory and the study
I-REF	of war. Journal of Conflict Resolution 22, S.171-208.
B-REF	Yannis M. Ioannides und Henry G. Overman (2003): Zipf`s law for cities – An empirical
I-REF	examination . Regional Science and Urban Economics, Vol.33, S.127-137.
B-REF	Robert I. Jennrich (1978): siehe Ralston.
B-REF	Brian L. Job (1978): siehe Holt.
B-REF	Pascual Jordan (1955): Schwerkraft und Weltall – Grundlagen der theoretischen
I-REF	Kosmologie. Braunschweig.
B-REF	Valentin M. Kalinin (1973): siehe Alexejew.
B-REF	Thorbjörn Knudsen (2001): Zipf`´s law for cities and beyo nd – The case of Denmark.
I-REF	American Journal of Economics and Sociology, Vol.60 No.1, S.123 -146.
B-REF	Wentian Li (1999): Zipf´s law. North shore LIJ research institute, Rockefeller University.
I-REF	Internet.
B-REF	Alfred J. Lotka (1925): The elements of physical biology. Baltimore.
B-REF	Friedrich Lütge (1959): Ausgangstatsachen der Volkswirtschaftslehre. In: Handbuch der
I-REF	Wirtschaftswissenschaften (Hg. Karl Hax und Theodor Wessels), Köln/Opladen, Band
I-REF	II S.903-935.
B-REF	Anne E. Magurran (1988): Ecological diversity and its measurement. London.
B-REF	Thomas Robert Malthus (1778): An essay on the principle of population as it affects the
I-REF	future improvement of society. London.
B-REF	Benoit Mandelbrot (1953): An information theory of the statistical structure of languages. In:
I-REF	Communication Theory (Hg. W.Jackson), New York, S.486-502.
B-REF	Lawrence Markus (1978): siehe Holt.
B-REF	Charles van Marrewijk (1999): siehe Brakman.
B-REF	Charles van Marrewijk (2004): siehe Hinloopen.
B-REF	Karl Marx (1867/ 1885/ 1894): Das Kapital – Kritik der politischen Ökonomie; Bände I,II,III.
I-REF	Hamburg.
B-REF	Henry G. Overman (2003): siehe Ioannides.
B-REF	Vilfredo Pareto (1896/1897): Cours d´économie politique professé à l´université de
I-REF	Lausanne; Bände 1 und 2. Lausanne.
B-REF	Johann Pfanzagl (1963): Über die Parallelität von Zeitreihen. Metrika 6, S.100-113.
B-REF	Rajmond G. Piotrowski (1973): siehe Alexejew.
B-REF	Johannes Popitz (1926): Finanzausgleich. In: Handwörterbuch der Staatswissenschaften,
I-REF	vierte Auflage, dritter Band, Jena, S. 1016-1042.
B-REF	Mary L. Ralston und Robert I. Jennrich (1978): DUD, a derivative- free algorithm for
I-REF	nonlinear least squares. Technometrics 20, S.7-14.
B-REF	Anatol Rapoport (1980): Mathematische Methoden in den Sozialwissenschaften.
I-REF	Würzburg/Wien.
B-REF	Cambell B. Read (1988): Zipf´s law. In: S. Kotz, N.L. Johnson, C.B.Read (Hg),
I-REF	Encyclopedia of Statistical Sciences, New York.
B-REF	Marco Scharmer (2001): Ergebnisse der Pendlerrechnung Nordrhein-Westfalen 1998.
I-REF	Statistische Analysen und Studien NRW 4/2001, S.27-44.
B-REF	Narushige Shiode und Michael Batty(2000): Power law distributions in real and virtual
I-REF	worlds. INET 2000 Proceedings, The Internet Society Conference, Yokohama, 18-21
I-REF	July 2000. Internet.
B-REF	Herbert Alexander Simon (1955): On a class of skew distribution functions. Biometrika 42, S.
I-REF	S.426-439.
B-REF	Kwok Tong Soo (2002): Zipf´s law for cities – A cross country investigation . Mimeo,
I-REF	London School of Economics. Internet.
B-REF	John Quincy Stewart (1947): Empirical mathematical rules concerning the distribution and
I-REF	equilibrium of population. The Geographical Review, Vol. 37, S.461-485.
B-REF	John Quincy Stewart (1948): Demographic gravitation – Evidence and applications.
I-REF	Sociometry, Vol. 11 Nr. 1 und 2, S.31-58.
B-REF	Erwin Stresemann (1951): Die Entwicklung der Ornithologie. Berlin.
B-REF	Friedrich Vogel (1995): Beschreibende und schließende Statistik, 8. Auflage. München/Wien.
B-REF	Hugo de Vries (1901, 1903): Die Mutationstheorie – Versuche und Beobachtungen über die
I-REF	Entstehung von Arten im Pflanzenreich. Leipzig.
B-REF	Edgar Wedel (1987): siehe Bretz.
B-REF	Edgar Wedel (1988): siehe Würzberger.
B-REF	Rolf Wiegert (1999): Einführung in die Diskussion um einen Zensus 2001 in
I-REF	Deutschland.Sonderheft 33 zum Allgemeinen Statistischen Archiv, S.9-14. Göttingen.
B-REF	Paul Würzberger und Edgar Wedel (1988): Erste Ergebnisse der Volkszählung 1987.
I-REF	Wirtschaft und Statistik 12/ 1988, S.829-836.
B-REF	Erik Christopher Zeeman (1976): Catastrophe theory. Scientific American 234, S.65-83.
B-REF	George Kingsley Zipf (1940): The generalized harmonic series as a fundamental principle of
I-REF	social organization. Psychological Record, Vol. 4, S.43.
B-REF	George Kingsley Zipf (1941): National unity and disunity – The nation as a bio-social
I-REF	organism. Bloomington/Ind.
B-REF	George Kingsley Zipf (1942): The unity of nature, least-action, and natural social science.
I-REF	Sociometry Vol. 5, S.48-62.
