B-REF	Bolte, K. M. (1983). Subjektorientierte Soziologie – Plädoyer für eine Forschungs-
I-REF	perspektive. In: K. M. Bolte/E. Treutner (Hrsg.), Subjektorientierte Arbeits- und
I-REF	Berufssoziologie (S. 12-36). Frankfurt a. M.
B-REF	Brinkmann, C. (1984). Die individuellen Folgen langfristiger Arbeitslosigkeit. In:
I-REF	Mitteilungen aus der Arbeitsmarkt- und Berufsforschung, 17, 454-473.
B-REF	Buhr, P. (1995). Dynamik von Armut. Dauer und biographische Bedeutung von So-
I-REF	zialhilfebezug. Opladen.
B-REF	Büchtemann, C. (1979). Die Betroffenheit von Arbeitslosigkeit als soziale Erfahrung.
I-REF	In: Politische Bildung, 12 (2), 38-74.
B-REF	Garhammer, M. (1996). Balanceakt Zeit. Auswirkungen flexibler Arbeitszeiten auf
I-REF	Alltag, Freizeit und Familie. Berlin.
B-REF	Geiger, T. (1987). Die soziale Schichtung des deutschen Volkes. (Unv. Nachdruck,
I-REF	hrsg. v. B. Schäfers). Stuttgart (zuerst 1932).
B-REF	Geissler, B. (1998). Normalarbeitsverhältnis und Sozialversicherungen – eine über-
I-REF	holte Verbindung? In: Mitteilungen aus der Arbeitsmarkt- und Berufsforschung,
I-REF	31 (3), 550-557.
B-REF	Geissler, B. (1994). Klasse, Schicht oder Lebenslage? Was leisten diese Begriffe bei
I-REF	der Analyse der „neuen“ sozialen Ungleichheiten? In: Leviathan, Heft 4 (1994),
I-REF	541-559.
B-REF	Hegel, G. W. F. (1989). Phänomenologie des Geistes. Werke in 20 Bänden, Bd. 3.
I-REF	Frankfurt a. M.
B-REF	Hess, D./Hartenstein, W./Smid, M. (1991). Auswirkungen von Arbeitslosigkeit auf
I-REF	die Familie. In: Mitteilungen aus der Arbeitsmarkt- und Berufsforschung, 24,
I-REF	178-192.
B-REF	Holst, E./Maier, F. (1998). Normalarbeitsverhältnis und Geschlechterordnung. In:
I-REF	Mitteilungen aus der Arbeitsmarkt- und Berufsforschung, 31 (3), 506-518.
B-REF	Hornstein, W./Lüders, C./Rosner, S./Salzmann, W./Schusser, H. (1986). Arbeits-
I-REF	losigkeit in der Familie. München.
B-REF	Hradil, S. (1987). Sozialstrukturanalyse in einer fortgeschrittenen Gesellschaft. Opla-
I-REF	den.
B-REF	Hradil, S. (1992). Alte Begriffe und neue Strukturen. Die Milieu-, Subkultur- und
I-REF	Lebensstilforschung der 80er Jahre. In: S. Hradil (Hrsg.), Zwischen Bewußtsein
I-REF	und Sein ( S. 15-56). Opladen.
B-REF	Hurrelmann, K./Ulich, D. (1991). Gegenstands- und Methodenfragen der Soziali-
I-REF	sationsforschung. In: K. Hurrelmann/D. Ulich (Hrsg.), Neues Handbuch der So-
I-REF	zialisationsforschung. 4. völlig neub. Aufl. (S. 3-20). Weinheim.
B-REF	Jahoda, M./Lazarsfeld, P./Zeisel, H. (1975). Die Arbeitslosen von Marienthal. Ein
I-REF	soziographischer Versuch. Frankfurt a. M.
B-REF	Jurczyk, K. (1997). Ein subjektorientierter Blick auf die „Zeit“. Wider unbrauchbare
I-REF	Dualismen. In: G. G. Voß/H. J. Pongratz (Hrsg.), Subjektorientierte Soziologie
I-REF	(S. 169-182). Opladen.
B-REF	Klems, W./Schmidt, A. (1990). Langzeitarbeitslosigkeit. Theorie und Empirie am
I-REF	Beispiel des Arbeitsmarktes. Frankfurt a.M., Berlin.
