B-REF	Sanfuentes, Andrés (2006): Perspectivas econó­
I-REF	micas favorables: la visión del Banco Central.
I-REF	Informe No. 522 in: www.asuntospublicos.org
I-REF	(Stand 14.2.2006).
B-REF	PNUD (2002): Informe chileno de desarrollo hu­
I-REF	mano. Nosotros los chilenos: un desafío cul­
I-REF	tural. Programa de las Naciones Unidas para el
I-REF	Desarrollo, Santiago de Chile.
B-REF	­­­ (2004): Informe chileno de desarrollo humano.
I-REF	Poder: ¿para qué y para quién? Programa de las
I-REF	Naciones Unidas para el Desarrollo, Santiago de
I-REF	Chile.
B-REF	Vargas Llosa, Mario (2006): Bostezos chilenos. El
I-REF	País, 1.2.2006.
