O	Natürlich normal. Schmerz, Normalität und	134.87994384765625	116.55157470703125	15.8399658203125	268.54583740234375	0
O	Argumente aus der Steinzeit	134.87220764160156	136.2315673828125	15.8399658203125	173.62730407714844	0
O	Nina Degele	134.87393188476562	165.962890625	12.0	50.55754089355469	1
O	Die Natur muss für vieles herhalten. Zum Beispiel dafür, dass schon in der Steinzeit	134.87994384765625	228.46734619140625	10.08001708984375	325.99298095703125	2
O	muffelige und draufgängerische Jägersmänner ihre Familie mit Mammuts versorgt	134.8799285888672	240.94732666015625	10.08001708984375	325.99586486816406	2
O	haben sollen, während ihre beziehungsfixierten Frauen in den Höhlen unablässig	134.8799285888672	253.42730712890625	10.08001708984375	326.1091766357422	2
O	Probleme wälzten. Erst Archäologinnen wie etwa Linda Owen (1996) haben in den	134.87991333007812	265.90728759765625	10.08001708984375	325.7994689941406	2
O	letzten Jahren und Jahrzehnten herausgefunden, dass männliche Kollegen dabei ihre	134.8799285888672	278.38726806640625	10.08001708984375	326.2849884033203	2
O	Vorstellungen einer natürlichen Ordnung von Geschlechtern auf die Steinzeit rück-	134.87493896484375	290.86724853515625	10.08001708984375	325.7520446777344	2
O	projizierten. Das ist erstaunlich populär. Das naturwissenschaftlich unbeleckte	134.87994384765625	303.34722900390625	10.08001708984375	325.8421936035156	2
O	Kommunikationstrainerpaar Barbara und Allen Pease (2005) etwa ist mit solchen	134.87994384765625	315.82720947265625	10.08001708984375	325.8272705078125	2
O	Ausflügen in die Evolution berühmt geworden. Warum Frauen nicht einparken und	134.87496948242188	328.24066162109375	10.14654541015625	325.6799011230469	2
O	Männer nicht zuhören können ist nicht nur ein Bestseller, sondern auch ein gutes Bei-	134.8749542236328	340.72064208984375	10.146575927734375	325.7335968017578	2
O	spiel für Pseudowissenschaft, auf die sich das Allgemeinwissen gierig stürzt. Das ist	134.87896728515625	353.2672424316406	10.079986572265625	326.0209045410156	2
O	nicht ungefährlich. Denn solche Naturalisierungen (etwas wird als »natürlich« ausge-	134.8789825439453	365.7472229003906	10.079986572265625	326.22499084472656	2
O	geben, ist tatsächlich aber etwas sozial Gemachtes) passen gut in eine gesellschaft-	134.8789825439453	378.22723388671875	10.079986572265625	325.75624084472656	2
O	liche Landschaft zunehmender Verunsicherung, geforderter Flexibilität und Leis-	134.87896728515625	390.7072448730469	10.079986572265625	325.7390441894531	2
O	tungsbereitschaft, die sich wenigstens noch auf einige Gewissheiten verlassen will.	134.87896728515625	403.187255859375	10.079986572265625	325.7715759277344	2
O	Der »natürliche Unterschied« zwischen Männern und Frauen kommt da gerade	134.8789520263672	415.6672668457031	10.079986572265625	325.80299377441406	2
O	recht. Wird er oft genug wiederholt, ist er irgendwann tatsächlich nicht nur natür-	134.8789520263672	428.14727783203125	10.079986572265625	325.71617126464844	2
O	lich, sondern normal, und das heißt: es ist auch gut so, wie es ist. Was vom Nor-	134.87893676757812	440.62725830078125	10.079986572265625	325.7397766113281	2
O	malitätsraster abweicht, ist verwerflich, unpassend, muss passend gemacht werden.	134.87893676757812	453.1072692871094	10.079986572265625	325.7598876953125	2
O	Wie dies im Detail geschieht, will ich am Beispiel von Alltagswissen über Schmerz	134.8739471435547	465.5872802734375	10.079986572265625	325.92576599121094	2
O	vorführen – indem ich Individuelles als Gesellschaftliches behaupte, drei Formen	134.87393188476562	478.0672912597656	10.079986572265625	325.81170654296875	2
O	von Naturalisierungen unterscheide und nach deren Funktionen frage.	134.87393188476562	490.54730224609375	10.079986572265625	277.73968505859375	2
O	Hintergrund dafür ist ein soziologisch-psychologisch-gendertheoretisches Teil-	149.27919006347656	503.5072937011719	10.079986572265625	311.3520050048828	2
O	projekt im Rahmen eines interdisziplinären Forschungsvorhabens zur »intersubjek-	134.87989807128906	515.9873046875	10.079986572265625	325.7221221923828	2
O	tiven Konstruktion und sprachlichen Codierung von Schmerz« an der Universität	134.87989807128906	528.46728515625	10.079986572265625	325.98072814941406	2
O	Freiburg (vgl. Degele 2006, 2007). Dort haben bislang 21 Gruppen mit insgesamt	134.8798828125	540.947265625	10.079986572265625	325.9957580566406	2
O	148 Personen unterschiedlichen Geschlechts jeweils zwischen einer und drei Stun-	134.87989807128906	553.4273681640625	10.079986572265625	325.73182678222656	2
O	den lang darüber diskutiert, was Schmerz für sie bedeutet; einige Einzelinterviews	134.87989807128906	565.9073486328125	10.079986572265625	325.80567932128906	2
O	ergänzen die Gruppengespräche. Die Gruppen stammen aus verschiedenen Zusam-	134.87989807128906	578.3873291015625	10.079986572265625	326.21507263183594	2
O	menhängen wie Selbsthilfegruppen von meist chronisch Kranken, mit Schmerz	134.87989807128906	590.8672485351562	10.080001831054688	325.90834045410156	2
O	befasste Professionelle aus dem medizinischen Kontext, Mütter nach der Geburts-	134.87989807128906	603.3472290039062	10.080001831054688	325.72987365722656	2
O	3 1 5 0	134.87994384765625	85.42742919921875	10.08001708984375	22.01416015625	3
O	S E K T IO N W IS S E NS S O Z IO L O GIE	239.5198974609375	87.62542724609375	7.199951171875	101.85690307617188	4
