O	Forschungsbeiträge	107.76000213623047	148.6851806640625	18.0	151.99201202392578	0
O	Marina Hennig	107.76000213623047	191.62664794921875	13.98004150390625	86.74590301513672	1
O	Rollenverhalten und soziale Netzwerke in	107.76000213623047	218.76519775390625	18.0	301.8059768676758	2
O	großstädtischen Familien	107.76000213623047	237.78582763671875	18.0	181.4147720336914	2
O	Role behaviour and social networks within urban families	107.76000213623047	323.443359375	12.0	277.62003326416016	3
O	Zusammenfassung:	108.12000274658203	348.8724670410156	9.0	74.89440155029297	4
O	Elizabeth Bott hat mit ihrem Buch „Family and so-	108.12000274658203	359.40277099609375	9.0	180.79650115966797	4
O	cial network“ zahlreiche Folgestudien angeregt.	108.12000274658203	369.903076171875	9.0	180.8846664428711	4
O	Sie hat mit ihrer Studie darauf hingewiesen, dass	108.12000274658203	380.40338134765625	9.0	180.9387435913086	4
O	die sozialen Netzwerke – als soziales Umfeld – in	108.12000274658203	390.9024658203125	9.001220703125	180.8399887084961	4
O	das Familien eingebunden sind, eine bedeutende	108.12000274658203	401.4024658203125	9.0	180.82262420654297	4
O	Rolle für die Arbeitsteilung in der Familie spielen.	108.12000274658203	411.90277099609375	9.0	180.76683807373047	4
O	Vor dem Hintergrund der inzwischen weiter ent-	108.12001037597656	422.403076171875	9.0	180.77040100097656	4
O	wickelten Methoden der egozentrierten Netzwerk-	108.12001037597656	432.90338134765625	9.0	180.8441925048828	4
O	analyse, wird diese zentrale These von Elisabeth	108.12001037597656	443.4024658203125	9.001220703125	180.83998107910156	4
O	Bott zu Ausgangspunkt des Beitrages genommen.	108.12000274658203	453.9024658203125	9.0	180.81356048583984	4
O	Denn ließe sich die These von Elisabeth Bott stüt-	108.12000274658203	464.40277099609375	9.0	180.80284881591797	4
O	zen, so müssten Familien mit ähnlicher Rollenauf-	108.12000274658203	474.903076171875	9.0	180.76677703857422	4
O	teilung auch übereinstimmende Strukturmerkmale	108.12000274658203	485.40338134765625	9.0	180.82170867919922	4
O	in ihren Netzwerken aufweisen. Im Ergebnis einer	108.12000274658203	495.9024658203125	9.001220703125	180.83699798583984	4
O	dazu in Deutschland 2003 durchgeführten Studie	108.12000274658203	506.4024658203125	9.0	180.79290008544922	4
O	zeigt sich, dass sich seit den Studien von Elisabeth	108.12000274658203	516.9024658203125	9.00030517578125	180.8399887084961	4
O	Bott die komplementär angelegten Geschlechter-	108.12000274658203	527.4024658203125	9.0	180.70287322998047	4
O	rollen ausdifferenziert haben und dass das Verhält-	108.12000274658203	537.9027709960938	9.0	180.77312469482422	4
O	nis der Partner in Bezug auf die Arbeitsteilung	108.12000274658203	548.403076171875	9.0	180.8451156616211	4
O	egalitärer geworden ist. Zum anderen sind die	108.12000274658203	558.9033813476562	9.0	180.76049041748047	4
O	Netzwerkbeziehungen der Familie funktional or-	108.12000274658203	569.4036865234375	9.0	180.7389144897461	4
O	ganisiert und von den innerfamilialen Beziehun-	108.12000274658203	579.9039916992188	8.999984741210938	180.76409149169922	4
O	gen, insbesondere der Arbeitsteilung, unabhängig.	108.12000274658203	590.404296875	9.0	180.78572845458984	4
O	Gegenüber der Familie der sechziger Jahre ist es zu	108.12000274658203	600.9024658203125	9.00213623046875	180.8399887084961	4
O	einer funktionalen Ausdifferenzierung der Innen-	108.12000274658203	611.4024658203125	9.0	180.79650115966797	4
O	und Außenbeziehungen der Familien mit Kindern	108.12000274658203	621.9024658203125	9.000244140625	180.8399887084961	4
O	als Ergebnis der veränderten gesellschaftlichen An-	108.12000274658203	632.4024658203125	9.0	180.7632064819336	4
O	forderungen an Familien gekommen.	108.12000274658203	642.9027099609375	9.0	130.1760025024414	4
O	Abstract:	306.5997009277344	348.87335205078125	9.0	36.4544677734375	5
O	With her book „Family and social network” Eli-	306.5997009277344	359.4036560058594	9.0	180.80191040039062	5
O	sabeth Bott has inspired several follow-up stu-	306.59967041015625	369.9039611816406	9.0	180.79019165039062	5
O	dies. In her study, Bott pointed out that social	306.59967041015625	380.4042663574219	9.0	180.82080078125	5
O	networks, as a social environment, are incorpo-	306.59967041015625	390.9045715332031	9.0	180.75601196289062	5
O	rated into family life, and therefore play an im-	306.59967041015625	401.4048767089844	9.0	180.82427978515625	5
O	portant role in the division of work within a fa-	306.59967041015625	411.9051818847656	9.0	180.81890869140625	5
O	mily. While studies of egocentric network analy-	306.59967041015625	422.4054870605469	9.0	180.72991943359375	5
O	sis have progressed since the publication of the	306.59967041015625	432.9057922363281	9.0	180.71279907226562	5
O	book, Bott’s thesis will nonetheless serve as the	306.6000061035156	443.4024658203125	9.0	180.67233276367188	5
O	starting point of this study. If Elisabeth Bott’s	306.6000061035156	453.90277099609375	9.0	180.75787353515625	5
O	findings are reliable, we should find that families	306.6000061035156	464.403076171875	9.0	180.76947021484375	5
O	with similar behaviour have concurrent structures	306.6000061035156	474.90338134765625	9.0	180.83248901367188	5
O	of characteristics within their networks.Results of	306.6000061035156	485.4024658203125	9.001220703125	180.71701049804688	5
O	a study conducted in Germany in 2003 indicate	306.6000061035156	495.9024658203125	9.0	180.83700561523438	5
