www.ssoar.info	401.6929931640625	114.9293212890625	18.0	131.21990966796875	0
Zwischen Entgrenzung und Inszenierung :	73.69999694824219	203.67633056640625	18.0	361.5840301513672	1
eine Fallstudie zu Formen fußballbezogener	73.69999694824219	225.2763671875	18.0	374.63404846191406	2
Zuschauergewalt	73.69999694824219	246.8763427734375	18.0	146.91600036621094	3
Leistner, Alexander	73.69999694824219	268.3463134765625	13.0	111.22798156738281	4
Veröffentlichungsversion / Published Version	73.69999694824219	297.79296875	10.0	197.0399932861328	5
Zeitschriftenartikel / journal article	73.69999694824219	312.626953125	10.0	148.82998657226562	6
Empfohlene Zitierung / Suggested Citation:	59.527000427246094	355.774169921875	9.0	184.78795623779297	7
Leistner, A. (2008). Zwischen Entgrenzung und Inszenierung : eine Fallstudie zu Formen fußballbezogener	59.527000427246094	366.7811584472656	9.0	424.45789337158203	8
Zuschauergewalt. Sport und Gesellschaft, 5(2), 111-133. http://nbn-resolving.de/urn:nbn:de:0168-ssoar-119166	59.527000427246094	377.40362548828125	9.177520751953125	443.48392486572266	9
Nutzungsbedingungen:	59.527000427246094	638.4813232421875	8.0	89.22400665283203	10
Dieser Text wird unter einer CC BY-NC-ND Lizenz	59.527000427246094	648.1195068359375	8.0	228.18402862548828	10
(Namensnennung-Nicht-kommerziell-Keine Bearbeitung) zur	59.527000427246094	657.7195434570312	8.0	228.19001007080078	10
Verfügung gestellt. Nähere Auskünfte zu den CC-Lizenzen finden	59.527000427246094	667.3195190429688	8.0	228.19596099853516	10
Sie hier:	59.527000427246094	676.9195556640625	8.0	29.31999969482422	10
https://creativecommons.org/licenses/by-nc-nd/4.0/deed.de	59.527000427246094	686.51953125	8.0	209.31998443603516	10
Terms of use:	304.7229919433594	638.4813232421875	8.0	51.824005126953125	11
This document is made available under a CC BY-NC-ND Licence	304.7229919433594	648.1195068359375	8.0	228.19497680664062	11
(Attribution-Non Comercial-NoDerivatives). For more Information	304.7229919433594	657.7195434570312	8.0	228.19198608398438	11
see:	304.7229919433594	667.3195190429688	8.0	15.11199951171875	11
https://creativecommons.org/licenses/by-nc-nd/4.0	304.7229919433594	676.9195556640625	8.0	178.19998168945312	11
Sport und Gesellschaft – Sport and Society  Jahrgang 5 (2008), Heft 2, S. 111-133	198.8000030517578	57.67626953125	8.47259521484375	294.49205017089844	12
© Lucius & Lucius Verlag Stuttgart	371.3999938964844	67.348876953125	8.0	121.85604858398438	12
Alexander Leistner	93.69999694824219	120.82330322265625	12.0	100.05599975585938	13
Zwischen Entgrenzung und Inszenierung – Eine Fallstudie zu	93.69999694824219	160.9241943359375	13.0	377.79298400878906	14
Formen fußballbezogener Zuschauergewalt1	93.69999694824219	174.63311767578125	14.29107666015625	272.87001037597656	14
Between Radicalization and Staging – A Case Study: Forms of Spec-	93.69999694824219	196.56695556640625	13.0	396.72901916503906	15
tator Violence in Soccer	93.69999694824219	211.56695556640625	13.0	137.04598999023438	15
Zusammenfassung	93.69999694824219	249.51727294921875	10.0	80.70999145507812	16
Der Artikel ergänzt die wissenschaftliche Beobachtung der steigenden Gewaltbereit-	93.69999694824219	266.639892578125	12.0	399.6439971923828	17
schaft von Fußballfans um die Differenzierung von Gewaltformen, die sich in Ablauf,	93.69999694824219	280.139892578125	12.0	399.3240203857422	17
Handlungskontext und Intensität erheblich voneinander unterscheiden. Dabei wird	93.69999694824219	293.639892578125	12.0	399.4558868408203	17
gezeigt, dass sich in der exemplarisch untersuchten Fanszene die Gewalt im Gegen-	93.69999694824219	307.139892578125	12.0	399.6439971923828	17
satz zu den wöchentlichen Aggro-Inszenierungen auf den Rängen vor allem außer-	93.69999694824219	320.639892578125	12.0	399.6439971923828	17
halb konkreter Spieltage entgrenzt hat.	93.69999694824219	334.139892578125	12.0	178.82395935058594	17
Summary	93.69999694824219	371.81732177734375	10.0	40.279998779296875	18
Scholars have increasingly noted the growing violence among soccer fans. This article	93.69999694824219	388.9399108886719	12.0	399.4680938720703	19
points out the distinction among the forms of violence, which differ greatly in course	93.69999694824219	402.4399108886719	12.0	399.2640838623047	19
of event, context and intensity. It is shown that contrary to the weekly aggro-stagings	93.69999694824219	415.9399108886719	12.0	399.72010803222656	19
in the stands, violence in the exemplarily examined fan scene has moved very often	93.69999694824219	429.4399108886719	12.0	399.43202209472656	19
beyond actual game dates.	93.69999694824219	442.9399108886719	12.0	121.1279296875	19
1 Einleitung	93.69999694824219	495.42413330078125	13.0	77.14198303222656	20
Im Zusammenhang mit fußballbezogener Zuschauergewalt in Deutschland wurden in	93.69999694824219	514.93994140625	12.0	399.4921112060547	21
den letzten Jahren erhebliche Veränderungen öffentlich beobachtet und wissenschaft-	93.69999694824219	528.43994140625	12.0	399.6439971923828	21
lich diagnostiziert. Vor allem in den unteren Ligen (Dwertmann & Rigauer, 2002, S.	93.69999694824219	541.93994140625	12.0	399.40794372558594	21
87), im Umfeld der sogenannten Ultras als vielerorts aktivste Fangruppierung in den	93.69999694824219	555.43994140625	12.0	399.6239471435547	21
Stadien und in den Fanszenen ostdeutscher Traditionsvereine habe die Gewaltbereit-	93.69999694824219	568.93994140625	12.0	399.6439971923828	21
schaft zugenommen2. Der Sportsoziologe Gunter A. Pilz hat diese Entwicklungen	93.69999694824219	581.756591796875	12.683349609375	399.36000061035156	21
1 Für wertvolle Hinweise und Anmerkungen danke ich Stefan Kirchner, Thomas Schmidt-Lux, Chris-	93.69999694824219	608.756591796875	12.010009765625	399.62001037597656	22
tiane Berger sowie den anonymen Gutachtern der Zeitschrift.	105.0	622.5665893554688	10.0	237.88006591796875	22
2 Zur Entwicklung der Ultrabewegung in Deutschland vgl. Gabriel (2004); Schwier (2005); Pilz &	93.69999694824219	633.556640625	12.00994873046875	399.4900360107422	22
Wölki (2006).	105.0	647.2666015625	10.0	52.47998046875	22
112	93.69999694824219	58.53607177734375	10.0	16.659996032714844	23
Alexander Leistner	426.70001220703125	60.048828125	8.0	66.58395385742188	24
maßgeblich erforscht – zuletzt im Rahmen einer vom Bundesinstitut für Sportwissen-	93.69999694824219	91.93988037109375	12.0	399.74400329589844	25
schaft finanzierten Metastudie zu „Wandlungen des Zuschauerverhaltens im Profi-	93.69999694824219	105.43988037109375	12.0	399.74400329589844	25
fußball“ (Pilz et al., 2006). Allerdings beschränkte sich die Teilstudie zur deutschen	93.69999694824219	118.93988037109375	12.0	399.2401885986328	25
Ultraszene auf eine Selbstauskunft einiger weniger Ultragruppen (mittels standardi-	93.69999694824219	132.43988037109375	12.0	399.74400329589844	25
siertem Fragenbogen) über deren Gewaltbereitschaft und auf die Einschätzung inter-	93.69999694824219	145.93988037109375	12.0	399.6439971923828	25
essierter Dritter (mittels Experteninterviews mit Polizisten und Fanprojektmitarbei-	93.69999694824219	159.43988037109375	12.0	399.74400329589844	25
tern). Dementsprechend kritisch sind die Ergebnisse zu beurteilen. Zum einen wurde	93.69999694824219	172.93988037109375	12.0	399.44410705566406	25
für die diagnostizierte Gewaltbereitschaft mit dem Begriff „Hooltra“ eine Bezeich-	93.69999694824219	186.43988037109375	12.0	399.6439971923828	25
nung von großer öffentlichkeitswirksamer Prägnanz aber relativ geringer empirischer	93.69999694824219	199.93988037109375	12.0	399.2998809814453	25
Aussagekraft gewählt – außer der, dass auch die Ultras irgendwie gewalttätig sind, sich	93.69999694824219	213.43988037109375	12.04302978515625	399.5240020751953	25
aber dann doch irgendwie vom klassischen Hooligan unterscheiden. Das Wie der Ge-	93.69999694824219	226.93988037109375	12.04302978515625	399.6439971923828	25
walttätigkeit wird hingegen nirgendwo thematisiert. Zum anderen übernimmt Pilz re-	93.69999694824219	240.43988037109375	12.0	399.6439971923828	25
lativ unkritisch die Gewaltlegitimationen der Befragten, wenn er deren Gewaltbereit-	93.69999694824219	253.93988037109375	12.0	399.6439971923828	25
schaft u.a. als Reaktion auf „Polizeiwillkür und steigende Repression“ (Pilz et al.,	93.69999694824219	267.43988037109375	12.0	399.1320343017578	25
2006, S. 130) deutet.	93.69999694824219	280.93988037109375	12.0	94.35600280761719	25
Davon abgekoppelt – und das mag die Klage von Bero Rigauer (2003, S. 497f.) bestä-	93.69999694824219	300.43988037109375	12.0	399.6439971923828	26
tigen, dass die deutschsprachige Sportsoziologie kaum noch auf soziologische Theo-	93.69999694824219	313.93988037109375	12.0	399.6439971923828	26
riedebatten reagiert – gab es in den zurückliegenden Jahren eine kämpferisch geführ-	93.69999694824219	327.43994140625	11.999969482421875	399.6439971923828	26
te, mithin dennoch fruchtbare Debatte innerhalb der Gewaltsoziologie (vgl. Imbusch,	93.69999694824219	340.9399108886719	12.0	399.5760040283203	26
2004). Diese Auseinandersetzung entzündete sich an der Gegenüberstellung einer als	93.69999694824219	354.4399108886719	12.0	399.31190490722656	26
klassisch bezeichneten Gewaltursachenforschung und einer sich selbst als innovativ	93.69999694824219	367.9399108886719	12.0	399.3240509033203	26
bezeichnenden Phänomenologie der Gewalt. Beschäftigt erstere die Frage nach den	93.69999694824219	381.4399108886719	12.0	399.2880401611328	26
gesellschaftlichen Bedingungen, die das Ausbrechen von Gewalt wahrscheinlicher	93.69999694824219	394.9399108886719	12.0	399.2999725341797	26
machen – und in dieser Tradition kann man die Arbeiten von Pilz sehen – so rücken	93.69999694824219	408.4399108886719	12.0	399.7799530029297	26
letztere in scharfer Entgegensetzung das eigentliche Gewaltgeschehen und die jeweili-	93.69999694824219	421.9399108886719	12.0	399.6439971923828	26
gen Akteurskonstellationen (Täter, Opfer, Dritte) sowie die Körperlichkeit (Schmerz),	93.69999694824219	435.4399108886719	12.0	399.34788513183594	26
die sich tendenziell entgrenzenden Eigendynamiken, die Ambivalenz und Anlasslosig-	93.69999694824219	448.9399108886719	12.0	399.6439971923828	26
keit von Gewalt in den Mittelpunkt der Analyse (vgl. Nedelmann, 1997). Ohne die	93.69999694824219	462.4399108886719	12.0	399.32395935058594	26
paradigmenbegründende Frontstellung einer „Soziologie der Gewalt“ gegen eine „So-	93.69999694824219	475.9399108886719	12.0	399.6439971923828	26
ziologie der Ursachen der Gewalt“ zu teilen3, gab es eine hilfreiche Erkenntnis der	93.69999694824219	488.95660400390625	12.483306884765625	399.49998474121094	26
Zur Zunahme der Gewalt vgl. Pilz et al. (2006, S. 12ff. ).	105.0	510.06658935546875	10.0	217.97976684570312	27
3 In zentralen Schlüsseltexten betreiben die Erneuerer einen – um einen Begriff aus den Debatten um	93.69999694824219	521.056640625	12.00994873046875	399.3003692626953	27
den Theorienvergleich in den Sozialwissenschaften (vgl. Hondrich & Matthes, 1978; Schmid, 2001)	105.0	534.8665771484375	10.0	388.0099182128906	27
zu bemühen – „restriktiven Theorienvergleich“: Bei der vergleichenden Gegenüberstellung beider	105.0	546.0665893554688	10.0	388.3304138183594	27
Ansätze wird auf den Einbau „brauchbarer“ Elemente des anderen Forschungsparadigmas fast voll-	105.0	557.3665771484375	10.0	388.32000732421875	27
ständig verzichtet. Dieser anhand von internen, aus der eigenen Theorie gewonnenen Kriterien	105.0	568.5665893554688	10.0	388.2002258300781	27
durchgeführte Leistungsvergleich, führte aber zu einer forschungspragmatisch wenig fruchtbaren	105.0	579.8665771484375	10.000015258789062	388.40008544921875	27
Selbstabschließung innerhalb der Gewaltsoziologie.	105.0	591.0665893554688	10.0	198.58004760742188	27
„Nicht-restriktive Theorienvergleiche“ (vgl. Seyfahrt, 1978), wie sie Peter Imbusch (2004) oder Jörg	105.0	602.3665771484375	10.0	388.16998291015625	27
Hüttermann (2004) implizit durchführten, haben die „inszenierte Eskalation“ dieser Debatte relati-	105.0	613.5665893554688	10.0	388.41998291015625	27
viert. Es wurde gezeigt, dass unterhalb dieses Abgrenzungsdiskurses Konturen einer wechselseitigen	105.0	624.8665771484375	10.0	388.2003173828125	27
Ergänzung und einer perspektivischen Bereicherung deutlich werden. „Betrachtet man die Debatte	105.0	636.0665893554688	10.0	387.9601135253906	27
und ihre unterschiedlichen Positionen abschließend, dann wird man unter Berücksichtigung einer	105.0	647.3665771484375	10.0	388.13031005859375	27
Zwischen Entgrenzung und Inszenierung	93.69999694824219	60.048828125	8.0	144.89590454101562	28
113	476.70001220703125	58.53607177734375	10.0	16.660003662109375	29
Debatte: Es lohnt sich, genau hinzuschauen „was geschieht“, wenn wir von fußball-	93.69999694824219	91.93988037109375	12.0	399.6439971923828	30
bezogener Zuschauergewalt reden.	93.69999694824219	105.43988037109375	12.0	161.13592529296875	30
Genau hinschauen meint zweierlei: Zum einen soll das konkrete Gewaltgeschehen	93.69999694824219	124.93988037109375	12.0	399.3119354248047	31
durch beobachtende Teilnahme zunächst systematisierend wahrgenommen werden.	93.69999694824219	138.43988037109375	12.0	399.5159454345703	31
Zum anderen ist das Phänomen in die regional je verschiedenen Eigengeschichten der	93.69999694824219	151.93988037109375	12.0	399.40794372558594	31
einzelnen Fanszenen einzubetten.	93.69999694824219	165.43988037109375	12.0	156.1318817138672	31
Demgemäß stützen sich die folgenden Ausführungen auf eine qualitative Fallstudie	93.69999694824219	184.93988037109375	12.0	399.4559783935547	32
(Honer, 1995) zur Fanszene eines ostdeutschen Traditionsvereins – im folgenden	93.69999694824219	198.43988037109375	12.0	399.72010803222656	32
Verein A genannt. Verein A bietet sich deswegen als Untersuchungsgegenstand an,	93.69999694824219	211.93988037109375	12.0	399.61207580566406	32
weil hier verschiedene Entwicklungen des ostdeutschen Fußballs verdichtet zu Tage	93.69999694824219	225.43988037109375	12.0	399.43211364746094	32
treten. Der Verein spielt seit der Wiedervereinigung als „Fahrstuhlmannschaft“ in den	93.69999694824219	238.93988037109375	12.0	399.7320098876953	32
unteren Ligen. Die in den 90er Jahren zahlen- und altersmäßig stagnierende Fanszene	93.69999694824219	252.43988037109375	12.0	399.38401794433594	32
wurde im Zuge der Gründung einer linksorientieren Ultragruppierung im Jahr 2000	93.69999694824219	265.93988037109375	12.0	399.5880584716797	32
erheblich verjüngt. Diese Gruppe nimmt seitdem eine Vormachtstellung4 innerhalb	93.69999694824219	278.756591796875	12.68328857421875	399.5079803466797	32
der Fanszene ein. Im Unterschied zu anderen Vereinen ist die A-Fanszene somit eher	93.69999694824219	292.93988037109375	12.0	399.71998596191406	32
ultradominiert. Verschärft wird die Situation durch die traditionelle Feindschaft mit	93.69999694824219	306.43988037109375	12.0	399.4918670654297	32
der Fanszene des städtischen Lokalrivalen. Verein B, ebenfalls ein ostdeutscher Tradi-	93.69999694824219	319.93988037109375	12.0	399.74400329589844	32
tionsverein, spielte die ersten Jahre nach 1990 höherklassig. In den 1990er Jahren bil-	93.69999694824219	333.4399108886719	12.0	399.74400329589844	32
dete sich in dessen Umfeld eine der größten ostdeutschen Hooliganszenen.	93.69999694824219	346.9399108886719	12.0	348.36009216308594	32
Für die Untersuchung der A-Fanszene wurde ein ethnographisches Vorgehen ge-	93.69999694824219	366.4399108886719	12.0	399.74400329589844	33
wählt, es dominiert daher die beobachtende Teilnahme5, die kombiniert wurde mit	93.69999694824219	379.2566223144531	12.68328857421875	399.46800231933594	33
teilstandardisierten Interviews6 und der Analyse von Fanzines.	93.69999694824219	392.95660400390625	12.483306884765625	287.9120330810547	33
angemessenen Differenzierung kaum umhinkönnen, nicht nur die strikte Ausschließlichkeit beider	105.0	415.56658935546875	10.0	388.130126953125	34
Positionen zu verneinen, sondern auch die jeweiligen Entgegensetzungen teils als etwas künstlich,	105.0	426.8665771484375	10.0	388.1802978515625	34
teils als falsche Alternativen zu erkennen, da sich beide Positionen keineswegs strikt ausschließen,	105.0	438.06658935546875	10.0	388.2802429199219	34
sondern im Sinne einer umfassenden Gewaltanalyse ergänzen.“ (Imbusch, 2004, S. 145f.)	105.0	449.3665771484375	10.0	344.00994873046875	34
4 Wie brüchig diese Dominanz ist, zeigen gewalttätige Auseinandersetzungen zwischen den linksori-	93.69999694824219	460.35662841796875	12.00994873046875	399.71998596191406	34
entierten A-Ultras und den in der Mehrzahl rechtsorientierten A-Hooligans in der Saison	105.0	474.06658935546875	10.0	387.9001770019531	34
2007/2008.	105.0	485.3665771484375	10.0	44.77996826171875	34
5 Diese wurde im Zeitraum zwischen 2005 und 2007 durchgeführt. Vorbild für die teilnehmend-mi-	93.69999694824219	496.35662841796875	12.00994873046875	399.71998596191406	34
kroskopische Versenkung in eine Fußballfanszene ist die Studie der Oxforder Sozialforscher um Pe-	105.0	510.06658935546875	10.0	388.32000732421875	34
ter Marsh (1995). Der Autor bekam Zugang in die untersuchte Szene zunächst durch eigene um-	105.0	521.3665771484375	10.0	388.41998291015625	34
fangreiche Fanaktivitäten u.a. als Autor einer regelmäßigen Kolumne in der Stadionzeitung. Mit der	105.0	532.5665893554688	10.0	388.1303405761719	34
Durchführung der Interviews gab er sich den führenden Köpfen der Szene als wissenschaftlicher	105.0	543.8665771484375	10.0	388.3304138183594	34
Beobachter zu erkennen. Diese Konstellation zwischen offener und teilweise verdeckter Beobach-	105.0	555.0665893554688	10.0	388.41998291015625	34
